otu	sim	del	ins	mis	len	score	hit
4045	denovo69043	99.26	0	0	2	271	1337	D1_AF334660;D1.3_JF683337
4046	denovo69115	99.26	0	0	2	271	1337	D1a_JN558078
4047	denovo69701	99.26	0	0	2	271	1337	D1a_JN558078
4048	denovo70014	99.26	0	0	2	271	1337	D1a_JN558078
4049	denovo70039	99.26	0	0	2	271	1337	D1a_JN558078
4050	denovo71600	99.26	0	0	2	271	1337	D1_AF334660;D1.3_JF683337
4051	denovo7162	99.26	0	0	2	271	1337	D1_AF334660
4052	denovo72785	99.26	0	0	2	271	1337	D1a_JN558078
4053	denovo72848	99.26	0	0	2	271	1337	D1a_JN558078
4054	denovo73269	99.26	0	0	2	271	1337	D1a_JN558078
4055	denovo74434	99.26	0	0	2	271	1337	D1a_JN558078
4056	denovo75036	99.26	0	0	2	271	1337	D1a_JN558078
4057	denovo75739	99.26	0	0	2	271	1337	D1a_JN558078
4058	denovo76856	99.26	0	0	2	271	1337	D1_AF334660
4059	denovo77335	99.26	0	0	2	271	1337	D1a_JN558078
4060	denovo78179	99.26	0	0	2	271	1337	D1a_JN558078
4061	denovo78543	99.26	0	0	2	271	1337	D1a_JN558078
4062	denovo78943	99.26	0	0	2	271	1337	D1a_JN558078
4063	denovo79310	99.26	0	0	2	271	1337	D1a_JN558078
4064	denovo79373	99.26	0	0	2	271	1337	D1a_JN558078;D115_AF174562
4065	denovo79445	99.26	0	0	2	271	1337	D1a_JN558078
4066	denovo79878	99.26	0	0	2	271	1337	D1a_JN558078
4067	denovo80598	99.26	0	0	2	271	1337	D1a_JN558078;D106_AF174559
4068	denovo80709	99.26	0	0	2	271	1337	D1a_JN558078
4069	denovo80843	99.26	0	0	2	271	1337	D1a_JN558078
4070	denovo81393	99.26	0	0	2	271	1337	D1a_JN558078
4071	denovo81394	99.26	0	0	2	271	1337	D1a_JN558078
4072	denovo8166	99.26	0	0	2	271	1337	D1_AF334660
4073	denovo81776	99.26	0	0	2	271	1337	D1a.1_JF683338
4074	denovo81797	99.26	0	0	2	271	1337	D1_AF334660
4075	denovo82321	99.26	0	0	2	271	1337	D1a_JN558078
4076	denovo82799	99.26	0	0	2	271	1337	D1a_JN558078
4077	denovo83339	99.26	0	0	2	271	1337	D1a.1_JF683338
4078	denovo83819	99.26	0	0	2	271	1337	D1_AF334660
4079	denovo84715	99.26	0	0	2	271	1337	D1a.1_JF683338
4080	denovo8511	99.26	0	0	2	271	1337	D1a_JN558078
4081	denovo85177	99.26	0	0	2	271	1337	D1a.1_JF683338
4082	denovo85323	99.26	0	0	2	271	1337	D1a_JN558078
4083	denovo85423	99.26	0	0	2	271	1337	D1a_JN558078
4084	denovo85917	99.26	0	0	2	271	1337	D1a_JN558078
4085	denovo86241	99.26	0	0	2	271	1337	D1a_JN558078
4086	denovo87476	99.26	0	0	2	271	1337	D1a_JN558078
4087	denovo87715	99.26	0	0	2	271	1337	D1a_JN558078
4088	denovo88163	99.26	0	0	2	271	1337	D1a_JN558078
4089	denovo88833	99.26	0	0	2	271	1337	D1a.1_JF683338
4090	denovo89110	99.26	0	0	2	271	1337	D1a_JN558078
4091	denovo89194	99.26	0	0	2	271	1337	D1a_JN558078
4092	denovo89775	99.26	0	0	2	271	1337	D1a_JN558078
4093	denovo90937	99.26	0	0	2	271	1337	D1a_JN558078
4094	denovo90960	99.26	0	0	2	271	1337	D1a_JN558078
4095	denovo91141	99.26	0	0	2	271	1337	D1_AF334660
4096	denovo9144	99.26	0	0	2	271	1337	D1a_JN558078
4097	denovo9163	99.26	0	0	2	271	1337	D1_AF334660;D1.3_JF683337
4098	denovo91829	99.26	0	0	2	271	1337	D1a_JN558078
4099	denovo92010	99.26	0	0	2	271	1337	D1a_JN558078;D1.8_HE579037
4100	denovo92505	99.26	0	0	2	271	1337	D1_AF334660
4101	denovo92517	99.26	0	0	2	271	1337	D1a_JN558078
4102	denovo92561	99.26	0	0	2	271	1337	D1a_JN558078
4103	denovo9270	99.26	0	0	2	271	1337	D1_AF334660
4104	denovo93797	99.26	0	0	2	271	1337	D1a_JN558078
4105	denovo94124	99.26	0	0	2	271	1337	D1a_JN558078
4106	denovo94551	99.26	0	0	2	271	1337	D1a_JN558078
4107	denovo94829	99.26	0	0	2	271	1337	D1_AF334660
4108	denovo95054	99.26	0	0	2	271	1337	D1a_JN558078;D115_AF174562
4109	denovo95531	99.26	0	0	2	271	1337	D1_AF334660
4110	denovo96504	99.26	0	0	2	271	1337	D1_AF334660
4111	denovo97020	99.26	0	0	2	271	1337	D1a_JN558078;D114_AF174549
4112	denovo97326	99.26	0	0	2	271	1337	D1a_JN558078
4113	denovo97804	99.26	0	0	2	271	1337	D1a_JN558078
4114	denovo98163	99.26	0	0	2	271	1337	D1_AF334660
4115	denovo98214	99.26	0	0	2	271	1337	D1_AF334660
4116	denovo98524	99.26	0	0	2	271	1337	D1a_JN558078;D120_EU074900
4117	denovo98775	99.26	0	0	2	271	1337	D1a_JN558078
4118	denovo99329	99.26	0	0	2	271	1337	D1a_JN558078
4119	denovo99799	99.26	0	0	2	271	1337	D1_AF334660;D1.3_JF683337
4120	denovo65733	98.94	0	1	2	283	1337.5	C3_AB778606;C1.v1a_FJ919243
4121	denovo10046	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4122	denovo101011	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4123	denovo102312	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4124	denovo102490	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4125	denovo102491	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4126	denovo103239	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4127	denovo103451	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4128	denovo104618	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4129	denovo108333	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4130	denovo108450	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4131	denovo109743	99.63	0	1	0	271	1339.5	D1_AF334660
4132	denovo10988	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4133	denovo110725	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4134	denovo112872	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4135	denovo113407	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4136	denovo114226	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4137	denovo115424	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4138	denovo116820	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4139	denovo119423	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4140	denovo121878	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4141	denovo12576	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4142	denovo126654	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4143	denovo129025	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4144	denovo130718	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4145	denovo131489	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4146	denovo131497	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4147	denovo131774	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4148	denovo13296	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4149	denovo134112	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4150	denovo135162	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4151	denovo135530	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4152	denovo135559	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4153	denovo138013	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4154	denovo13821	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4155	denovo139950	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4156	denovo140393	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4157	denovo141027	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4158	denovo141080	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4159	denovo145169	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4160	denovo145383	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4161	denovo145449	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4162	denovo145912	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4163	denovo146196	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4164	denovo147291	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4165	denovo148122	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4166	denovo148127	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4167	denovo148654	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4168	denovo150093	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4169	denovo15057	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4170	denovo151291	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4171	denovo152262	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4172	denovo15638	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4173	denovo156732	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4174	denovo157228	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4175	denovo158281	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4176	denovo161021	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4177	denovo161176	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4178	denovo161995	99.63	0	1	0	271	1339.5	D1_AF334660
4179	denovo163222	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4180	denovo164022	99.63	0	1	0	271	1339.5	D110_AF174561
4181	denovo164239	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4182	denovo164430	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4183	denovo165371	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4184	denovo166527	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4185	denovo167625	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4186	denovo16820	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4187	denovo169439	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4188	denovo169914	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4189	denovo170217	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4190	denovo170584	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4191	denovo173526	99.63	0	1	0	271	1339.5	D1_AF334660
4192	denovo174970	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4193	denovo175973	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4194	denovo178930	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4195	denovo179455	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4196	denovo181180	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4197	denovo181398	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4198	denovo184974	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4199	denovo187732	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4200	denovo188620	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4201	denovo190595	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4202	denovo192559	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4203	denovo193024	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4204	denovo193055	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4205	denovo194740	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4206	denovo197138	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4207	denovo198760	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4208	denovo198807	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4209	denovo199354	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4210	denovo19957	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4211	denovo202671	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4212	denovo204550	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4213	denovo209921	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4214	denovo210512	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4215	denovo211478	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4216	denovo212406	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4217	denovo213624	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4218	denovo213970	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4219	denovo214978	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4220	denovo215848	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4221	denovo216319	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4222	denovo21637	99.63	0	1	0	271	1339.5	D1_AF334660
4223	denovo218354	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4224	denovo21848	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4225	denovo219340	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4226	denovo220089	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4227	denovo220224	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4228	denovo221194	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4229	denovo222033	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4230	denovo227447	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4231	denovo227979	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4232	denovo227980	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4233	denovo228815	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4234	denovo229700	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4235	denovo229772	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4236	denovo229907	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4237	denovo22999	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4238	denovo230549	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4239	denovo231026	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4240	denovo232237	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4241	denovo233061	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4242	denovo233128	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4243	denovo234235	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4244	denovo234412	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4245	denovo235252	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4246	denovo236104	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4247	denovo238131	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4248	denovo238490	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4249	denovo239173	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4250	denovo24008	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4251	denovo241109	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4252	denovo241142	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4253	denovo241559	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4254	denovo241584	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4255	denovo24241	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4256	denovo242440	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4257	denovo242486	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4258	denovo243376	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4259	denovo245402	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4260	denovo245813	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4261	denovo246552	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4262	denovo247050	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4263	denovo248111	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4264	denovo250682	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4265	denovo252112	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4266	denovo25250	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4267	denovo255833	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4268	denovo256747	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4269	denovo25727	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4270	denovo25787	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4271	denovo257876	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4272	denovo260241	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4273	denovo262107	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4274	denovo266501	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4275	denovo268711	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4276	denovo269660	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4277	denovo269781	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4278	denovo27437	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4279	denovo2830	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4280	denovo29065	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4281	denovo2918	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4282	denovo30009	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4283	denovo30040	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4284	denovo30547	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4285	denovo31501	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4286	denovo32186	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4287	denovo35900	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4288	denovo36962	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4289	denovo37496	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4290	denovo38249	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4291	denovo39301	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4292	denovo39850	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4293	denovo41102	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4294	denovo41419	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4295	denovo41743	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4296	denovo43405	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4297	denovo43649	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4298	denovo46366	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4299	denovo46771	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4300	denovo49211	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4301	denovo4924	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4302	denovo49428	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4303	denovo49688	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4304	denovo49727	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4305	denovo52404	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4306	denovo52575	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4307	denovo52596	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4308	denovo53363	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4309	denovo57291	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4310	denovo59124	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4311	denovo60097	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4312	denovo60505	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4313	denovo61428	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4314	denovo61843	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4315	denovo61899	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4316	denovo62181	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4317	denovo62437	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4318	denovo62835	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4319	denovo62862	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4320	denovo63479	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4321	denovo63767	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4322	denovo64191	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4323	denovo65726	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4324	denovo65832	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4325	denovo65874	99.63	0	1	0	271	1339.5	D1_AF334660
4326	denovo66091	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4327	denovo67353	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4328	denovo68985	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4329	denovo70036	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4330	denovo7282	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4331	denovo74446	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4332	denovo74778	99.63	0	1	0	271	1339.5	D1_AF334660
4333	denovo76820	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4334	denovo77657	99.63	0	1	0	271	1339.5	D1_AF334660
4335	denovo77863	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4336	denovo78585	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4337	denovo78818	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4338	denovo80715	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4339	denovo80996	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4340	denovo83101	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4341	denovo83763	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4342	denovo85337	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4343	denovo85420	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4344	denovo8680	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4345	denovo89332	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4346	denovo90639	99.63	0	1	0	271	1339.5	D1_AF334660
4347	denovo91182	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4348	denovo92159	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4349	denovo93561	99.63	0	1	0	271	1339.5	D1.10_HE579039
4350	denovo93840	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4351	denovo94452	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4352	denovo95586	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4353	denovo9589	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4354	denovo96441	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4355	denovo96544	99.63	0	1	0	271	1339.5	D1_AF334660;D3_AY686650
4356	denovo96899	99.63	0	1	0	271	1339.5	D1_AF334660
4357	denovo129907	97.17	0	0	8	283	1343	C3_AB778606;C65a_AY589770;C1p_GU907652
4358	denovo151462	97.88	0	1	5	283	1343.5	C3_AB778606;C65a_AY589770;C11_AF499800;C1p_GU907652;C1.v1a_FJ919243
4359	denovo129958	99.63	1	0	0	271	1344.5	D1_AF334660
4360	denovo220760	99.63	1	0	0	271	1344.5	D1_AF334660
4361	denovo228886	99.63	1	0	0	271	1344.5	D3_AY686650
4362	denovo236191	99.63	1	0	0	271	1344.5	D1_AF334660
4363	denovo66602	99.63	1	0	0	271	1344.5	D1_AF334660
4364	denovo69497	99.63	1	0	0	271	1344.5	D1_AF334660
4365	denovo115950	98.59	0	1	3	283	1345	C3_AB778606;C65a_AY589770;C1p_GU907652;C1.v1a_FJ919243
4366	denovo12882	98.59	0	1	3	283	1345	C3_AB778606;C65a_AY589770;C1p_GU907652;C1.v1a_FJ919243
4367	denovo136227	98.59	0	1	3	283	1345	C3_AB778606;C65a_AY589770;C1p_GU907652;C1.v1a_FJ919243
4368	denovo177200	98.59	0	1	3	283	1345	C3_AB778606;C65a_AY589770;C1p_GU907652;C1.v1a_FJ919243
4369	denovo235221	98.59	0	1	3	283	1345	C3_AB778606;C65a_AY589770;C1p_GU907652;C1.v1a_FJ919243
4370	denovo242760	98.59	0	1	3	283	1345	C3_AB778606;C65a_AY589770;C1p_GU907652;C1.v1a_FJ919243
4371	denovo100021	99.63	0	0	1	271	1346	D1_AF334660
4372	denovo100039	99.63	0	0	1	271	1346	D1a_JN558078
4373	denovo100166	99.63	0	0	1	271	1346	D1_AF334660
4374	denovo100315	99.63	0	0	1	271	1346	D1_AF334660;D117_AF174542
4375	denovo100329	99.63	0	0	1	271	1346	D1a_JN558078
4376	denovo100330	99.63	0	0	1	271	1346	D1_AF334660;D105_AF174570
4377	denovo100674	99.63	0	0	1	271	1346	D1_AF334660
4378	denovo100871	99.63	0	0	1	271	1346	D1a_JN558078
4379	denovo100935	99.63	0	0	1	271	1346	D1_AF334660
4380	denovo100984	99.63	0	0	1	271	1346	D1_AF334660
4381	denovo100997	99.63	0	0	1	271	1346	D1a.1_JF683338
4382	denovo101032	99.63	0	0	1	271	1346	D1_AF334660
4383	denovo101100	99.63	0	0	1	271	1346	D1_AF334660
4384	denovo101107	99.63	0	0	1	271	1346	D1_AF334660
4385	denovo101141	99.63	0	0	1	271	1346	D1a_JN558078
4386	denovo10128	99.63	0	0	1	271	1346	D1_AF334660;D105_AF174570
4387	denovo101341	99.63	0	0	1	271	1346	D1a_JN558078
4388	denovo101491	99.63	0	0	1	271	1346	D1_AF334660
4389	denovo101562	99.63	0	0	1	271	1346	D1_AF334660
4390	denovo101569	99.63	0	0	1	271	1346	D1_AF334660
4391	denovo101581	99.63	0	0	1	271	1346	D1_AF334660
4392	denovo101658	99.63	0	0	1	271	1346	D1a_JN558078
4393	denovo101678	99.63	0	0	1	271	1346	D1_AF334660
4394	denovo101694	99.63	0	0	1	271	1346	D1a_JN558078
4395	denovo101788	99.63	0	0	1	271	1346	D1_AF334660
