otu	sim	del	ins	mis	len	score	hit
1670	denovo4925	73.53	14	13	54	306	418.5	I1_FN561559
1671	denovo2938	73.53	11	16	54	306	418.5	I4_FN561562
1672	denovo1051	74.9	10	10	43	251	419	A103_AB207206;A128_EF656430
1673	denovo1031	73.44	11	6	51	256	419	A136_DQ865210
1674	denovo4737	75.44	15	9	45	281	419	F112_AJ291528;F4.1_AM748572
1675	denovo1492	79.23	14	12	33	284	419	F110_AJ291526
1676	denovo3936	77.46	11	12	41	284	419	F109_AJ291527
1677	denovo3986	77.55	13	16	37	294	419	F5.1d_JN558069
1678	denovo2584	76.19	14	15	41	294	419	F5.1d_JN558069
1679	denovo3986	74.83	12	11	51	294	419	F5.1b_AJ291535
1680	denovo3065	70.07	10	12	66	294	419	F5.1a_AM748591;F5.1_AM748592
1681	denovo2990	76.95	12	17	39	295	419	F3.3_AM748569
1682	denovo5667	76.25	8	15	48	299	419	F3.2a_AM748568
1683	denovo4578	73.03	14	9	59	304	419	F3.1_AM748565;F114_AJ291525
1684	denovo4895	74.18	10	14	55	306	419	I4_FN561562
1685	denovo5152	71.24	19	14	55	306	419	I3_FN561561
1686	denovo4895	73.53	12	12	57	306	419	I2_FN561560
1687	denovo3763	78.04	15	16	25	255	419.5	A9_EU449028
1688	denovo4355	73.33	17	8	43	255	419.5	A113_AF184948
1689	denovo1910	73.33	15	9	44	255	419.5	A113_AF184948
1690	denovo2616	72.16	16	10	45	255	419.5	A107_AB207199
1691	denovo2614	72.55	16	8	46	255	419.5	A113_AF184948
1692	denovo3180	72.55	16	8	46	255	419.5	A113_AF184948
1693	denovo3940	72.55	16	8	46	255	419.5	A113_AF184948
1694	denovo2614	71.76	15	9	48	255	419.5	A112_AF184949
1695	denovo2656	76.26	16	11	39	278	419.5	B119_EU099825
1696	denovo1013	73.67	13	14	47	281	419.5	F112_AJ291528;F4.1_AM748572
1697	denovo2357	74.38	13	9	50	281	419.5	F111_AJ311949
1698	denovo6221	70.75	11	9	66	294	419.5	F5.1b_AJ291535
1699	denovo3455	77.59	14	11	42	299	419.5	F3.2a_AM748568
1700	denovo136	73.58	15	11	53	299	419.5	F3.2a_AM748568
1701	denovo3399	72.58	16	12	54	299	419.5	F3.2a_AM748568
1702	denovo2061	71.91	16	12	56	299	419.5	F3.2a_AM748568
1703	denovo5874	79.74	16	12	34	306	419.5	I2_FN561560
1704	denovo1088	81.37	13	7	37	306	419.5	I2_FN561560
1705	denovo5643	73.2	14	13	55	306	419.5	I4_FN561562
1706	denovo142	74.51	13	9	56	306	419.5	I2_FN561560
1707	denovo4338	78.43	13	13	29	255	420	A4a_AF499778;A4_AF333509
1708	denovo3195	75.69	16	11	35	255	420	A113_AF184948
1709	denovo4586	76.76	18	13	35	284	420	F110_AJ291526
1710	denovo2666	72.89	13	13	51	284	420	F110_AJ291526
1711	denovo1446	71.48	14	12	55	284	420	F110_AJ291526
1712	denovo2433	73.13	9	17	53	294	420	F5.2f_AJ291512
1713	denovo437	75.25	10	17	46	295	420	F3.4b_AM748616;F3.4a_AM748571
1714	denovo3584	74.58	13	11	52	299	420	F3.2a_AM748568
1715	denovo813	74.25	10	15	52	299	420	F3.2a_AM748568
1716	denovo5197	71.57	12	10	63	299	420	F3.2a_AM748568
1717	denovo5478	76.97	10	12	48	304	420	F114_AJ291525
1718	denovo4714	73.03	19	11	52	304	420	F114_AJ291525
1719	denovo3635	75.49	15	11	49	306	420	I4_FN561562
1720	denovo2848	71.24	20	11	57	306	420	I4_FN561562
1721	denovo2968	72.22	17	10	58	306	420	I1_FN561559
1722	denovo2666	72.55	14	12	58	306	420	I2_FN561560
1723	denovo4991	74.6	12	10	42	252	420.5	A121_DQ174722
1724	denovo4783	74.9	17	12	35	255	420.5	A9_EU449028
1725	denovo4783	74.12	16	13	37	255	420.5	A109_AB190285;A106_AB207200
1726	denovo3161	72.94	14	11	44	255	420.5	A9_EU449028;A1.3_HE578976
1727	denovo3306	72.95	14	12	50	281	420.5	F112_AJ291528;F4.1_AM748572
1728	denovo1969	79.11	16	12	33	292	420.5	F2a_AJ830911
1729	denovo954	72.11	19	12	51	294	420.5	F5.1d_JN558069
1730	denovo3785	70.41	17	14	56	294	420.5	F5.2b_AM748595
1731	denovo4560	73.91	17	12	49	299	420.5	F3.2a_AM748568
1732	denovo1938	71.38	12	13	62	304	420.5	F3.1_AM748565
1733	denovo5958	77.12	13	11	46	306	420.5	I4_FN561562
1734	denovo4428	75.82	14	13	47	306	420.5	I2_FN561560
1735	denovo2347	72.88	11	16	56	306	420.5	I3_FN561561
1736	denovo2024	72.16	13	10	48	255	421	A103_AB207206
1737	denovo2602	70.98	14	8	52	255	421	A4a_AF499778
1738	denovo441	77.22	14	12	38	281	421	F112_AJ291528
1739	denovo4500	75	15	11	45	284	421	B23_EU449079;B30_GU907644
1740	denovo2722	78.08	16	12	36	292	421	F2a_AJ830911
1741	denovo4265	78.08	16	12	36	292	421	F2a_AJ830911
1742	denovo4574	75.85	14	7	50	294	421	F5.1b_AJ291535
1743	denovo1740	71.77	15	18	50	294	421	F5.2d_AJ291530
1744	denovo411	77.97	16	14	35	295	421	F3.4b_AM748616
1745	denovo4572	75.92	14	13	45	299	421	F3.2_AM748567
1746	denovo5202	73.58	13	14	52	299	421	F3.2_AM748567
1747	denovo1958	74.84	12	16	49	306	421	I1_FN561559
1748	denovo4327	74.84	12	16	49	306	421	I1_FN561559
1749	denovo5457	74.18	14	10	55	306	421	I4_FN561562
1750	denovo2942	74.9	16	11	37	255	421.5	A4_AF333509
1751	denovo4359	74.9	15	12	37	255	421.5	A12_EU792883
1752	denovo4359	75.29	14	10	39	255	421.5	A103_AB207206;A128_EF656430
1753	denovo5680	72.94	14	12	43	255	421.5	A128_EF656430
1754	denovo2723	72.16	14	9	48	255	421.5	A9_EU449028;A128_EF656430
1755	denovo1573	72.24	14	11	53	281	421.5	F112_AJ291528;F4.1_AM748572
1756	denovo5185	71.63	16	11	53	282	421.5	F4.3c_AM748581
1757	denovo3528	74.65	12	11	49	284	421.5	F110_AJ291526
1758	denovo5244	74.65	12	11	49	284	421.5	F110_AJ291526
1759	denovo5058	72.54	10	9	59	284	421.5	E103_EU074923;E114_EU074909
1760	denovo3704	77.7	12	8	44	287	421.5	E108_EU074912;E107_EU074910
1761	denovo5563	73.58	13	12	54	299	421.5	F3.2a_AM748568
1762	denovo652	73.24	11	11	58	299	421.5	F3.2a_AM748568
1763	denovo5383	70.57	14	10	64	299	421.5	F3.2_AM748567
1764	denovo1396	73.53	19	12	50	306	421.5	I2_FN561560
1765	denovo1550	74.18	13	13	53	306	421.5	I1_FN561559
1766	denovo1971	74.51	10	14	54	306	421.5	I2_FN561560
1767	denovo5655	74.9	15	13	36	255	422	A105_AB207202
1768	denovo5104	71.76	15	11	46	255	422	A113_AF184948
1769	denovo1566	71.21	11	11	52	257	422	A133_DQ174725
1770	denovo2884	72.6	19	12	46	281	422	F112_AJ291528
1771	denovo3655	70.82	16	8	58	281	422	F112_AJ291528
1772	denovo4274	76.06	13	14	41	284	422	F110_AJ291526
1773	denovo1248	73.24	15	12	49	284	422	F110_AJ291526
1774	denovo3538	76.53	10	13	46	294	422	F5.1b_AJ291535
1775	denovo817	72.11	10	11	61	294	422	F5.2g_JN558072
1776	denovo1363	76.61	13	17	39	295	422	F3.4b_AM748616
1777	denovo1363	75.93	14	16	41	295	422	F3.4_AM748570
1778	denovo1480	70.51	12	9	66	295	422	F3.3_AM748569
1779	denovo1384	73.24	11	11	58	299	422	F3.2a_AM748568
1780	denovo3655	67.89	16	11	69	299	422	F3.2_AM748567
1781	denovo563	73.53	16	14	51	306	422	I4_FN561562
1782	denovo2073	72.88	13	11	59	306	422	I2_FN561560
1783	denovo693	76.86	14	12	33	255	422.5	A9_EU449028
1784	denovo1987	72.55	13	14	43	255	422.5	A105_AB207202
1785	denovo838	79.3	16	15	22	256	422.5	A135_DQ174727
1786	denovo1741	74.22	17	12	37	256	422.5	A136_DQ865210
1787	denovo4716	74.22	17	12	37	256	422.5	A136_DQ865210
1788	denovo5027	75.49	13	11	39	257	422.5	A4.3_FN429763
1789	denovo4235	77.11	13	16	36	284	422.5	F110_AJ291526
1790	denovo4550	74.3	14	11	48	284	422.5	F110_AJ291526
1791	denovo1741	72.89	10	15	52	284	422.5	B23_EU449079;B30_GU907644
1792	denovo4716	72.89	10	15	52	284	422.5	B23_EU449079;B30_GU907644
1793	denovo130	74.15	13	14	49	294	422.5	F5.2d_AJ291530
1794	denovo23	72.45	15	8	58	294	422.5	F5.1a_AM748591;F5.1_AM748592
1795	denovo3928	72.45	15	8	58	294	422.5	F5.1a_AM748591;F5.1_AM748592
1796	denovo3922	75.92	12	13	47	299	422.5	F3.2a_AM748568
1797	denovo239	73.53	17	10	54	306	422.5	I3_FN561561
1798	denovo4109	75.4	14	8	40	252	423	A5_AF333508
1799	denovo1160	76.86	16	12	31	255	423	A9_EU449028
1800	denovo1415	76.47	15	8	37	255	423	A113_AF184948
1801	denovo1710	71.37	14	11	48	255	423	A113_AF184948
1802	denovo4377	74.22	14	13	39	256	423	A135_DQ174727
1803	denovo5856	78.29	15	13	33	281	423	F111_AJ311949
1804	denovo3520	72.6	13	9	55	281	423	F112_AJ291528;F4.1_AM748572
1805	denovo1465	70.32	19	8	57	283	423	B33_GU907648
1806	denovo498	75.17	11	11	51	294	423	F5.1_AM748592
1807	denovo1465	71.09	18	10	57	294	423	F5.2f_AJ291512
1808	denovo2792	72.91	14	12	55	299	423	F3.2_AM748567
1809	denovo5439	71.91	15	10	59	299	423	F3.2a_AM748568
1810	denovo5595	70.23	14	10	65	299	423	F3.2a_AM748568
1811	denovo1426	74.67	13	16	48	304	423	F3.1_AM748565;F114_AJ291525
1812	denovo2727	74.01	16	9	54	304	423	F3.1a_AM748566
1813	denovo3047	75.16	14	14	48	306	423	I4_FN561562
1814	denovo1602	74.51	15	13	50	306	423	I2_FN561560
1815	denovo3047	74.51	14	14	50	306	423	I3_FN561561
1816	denovo2253	71.57	18	14	55	306	423	I3_FN561561
1817	denovo313	71.57	18	14	55	306	423	I3_FN561561
1818	denovo5524	74.9	16	10	38	255	423.5	A127_EF656429;A128_EF656430;A12_EU792883
1819	denovo55	72.55	14	10	46	255	423.5	A111_AB190280;A107_AB207199
1820	denovo1747	72.94	13	7	49	255	423.5	A113_AF184948
1821	denovo5437	72.24	15	10	53	281	423.5	F4.1a_AM748573
1822	denovo5437	72.6	12	10	55	281	423.5	F112_AJ291528;F4.1_AM748572
1823	denovo1314	75.35	17	9	44	284	423.5	F110_AJ291526
1824	denovo1972	75	15	12	44	284	423.5	F109_AJ291527
1825	denovo3944	74.3	13	14	46	284	423.5	F110_AJ291526
1826	denovo4709	71.83	13	11	56	284	423.5	F110_AJ291526
1827	denovo4412	71.08	9	11	63	287	423.5	E100_DQ011618
1828	denovo4154	75.51	10	14	48	294	423.5	F5.2e_AJ291533
1829	denovo5086	72.79	17	12	51	294	423.5	F5.2e_AJ291533
1830	denovo3817	73.47	12	14	52	294	423.5	F5.2f_AJ291512
1831	denovo2356	71.09	22	9	54	294	423.5	F5.1b_AJ291535
1832	denovo1630	78.93	13	12	38	299	423.5	F3.2_AM748567
1833	denovo5088	77.26	12	11	45	299	423.5	F3.2a_AM748568
1834	denovo1965	73.36	15	8	58	304	423.5	F3.1_AM748565;F114_AJ291525
1835	denovo1269	74.84	15	13	49	306	423.5	I4_FN561562;I3_FN561561
1836	denovo5916	71.9	15	12	59	306	423.5	I2_FN561560
1837	denovo1523	74.12	18	11	37	255	424	A112_AF184949
1838	denovo1523	72.55	18	11	41	255	424	A113_AF184948
1839	denovo377	72.95	19	10	47	281	424	F4.2_AM748574
1840	denovo1300	76.76	13	12	41	284	424	F110_AJ291526
1841	denovo3590	76.76	13	12	41	284	424	F110_AJ291526
1842	denovo2449	73.24	21	13	42	284	424	B23_EU449079
1843	denovo1234	72.89	14	11	52	284	424	F110_AJ291526
1844	denovo2861	72.89	14	11	52	284	424	F110_AJ291526
1845	denovo1937	75.25	15	10	49	299	424	F3.2a_AM748568
1846	denovo5697	72.91	14	12	55	299	424	F3.2a_AM748568
1847	denovo4770	80.59	7	12	40	304	424	F3.1_AM748565;F114_AJ291525
1848	denovo232	73.53	16	14	51	306	424	I1_FN561559
1849	denovo1805	72.88	12	11	60	306	424	I2_FN561560
1850	denovo3591	76.4	15	13	31	250	424.5	A11_EU449041
1851	denovo1271	73.2	17	8	42	250	424.5	A11_EU449041
1852	denovo4971	75.44	13	12	44	281	424.5	F4.1_AM748572
1853	denovo1683	74.73	15	10	46	281	424.5	F112_AJ291528;F4.1_AM748572
1854	denovo2549	74.73	10	12	49	281	424.5	F112_AJ291528;F4.1_AM748572
1855	denovo1683	73.67	14	8	52	281	424.5	F4.2_AM748574
1856	denovo4313	73.24	17	12	47	284	424.5	F4.8a_AM748589
1857	denovo4313	73.24	17	11	48	284	424.5	F109_AJ291527
1858	denovo3927	72.89	18	11	48	284	424.5	F110_AJ291526
1859	denovo5988	74.3	14	9	50	284	424.5	F110_AJ291526
1860	denovo5223	74.49	14	14	47	294	424.5	F1_JN558066
1861	denovo2287	74.24	13	17	46	295	424.5	F3.4b_AM748616
1862	denovo2406	79.6	15	10	36	299	424.5	F3.2a_AM748568
1863	denovo5449	74.25	13	12	52	299	424.5	F3.2_AM748567
1864	denovo4233	76.47	16	15	41	306	424.5	I3_FN561561
1865	denovo3591	77.45	11	13	45	306	424.5	I2_FN561560
1866	denovo858	73.53	18	12	51	306	424.5	I4_FN561562
1867	denovo4349	75.16	11	11	54	306	424.5	I2_FN561560
1868	denovo5458	71.57	19	13	55	306	424.5	I4_FN561562
1869	denovo858	71.57	18	12	57	306	424.5	I1_FN561559
1870	denovo4822	77.65	17	12	28	255	425	A104_AB207203
1871	denovo505	77.65	13	13	31	255	425	A104_AB207203;A107_AB207199
1872	denovo3010	74.51	15	9	41	255	425	A112_AF184949
1873	denovo4590	72.55	17	9	44	255	425	A107_AB207199
1874	denovo5411	72.94	13	10	46	255	425	A112_AF184949
1875	denovo5904	75.7	14	10	45	284	425	F110_AJ291526
1876	denovo5978	73.24	13	11	52	284	425	F110_AJ291526
1877	denovo118	70.77	19	9	55	284	425	F110_AJ291526
1878	denovo2507	71.83	14	10	56	284	425	F110_AJ291526
1879	denovo3512	73.81	17	13	47	294	425	F5.1d_JN558069
1880	denovo2214	75.92	13	11	48	299	425	F3.2a_AM748568
1881	denovo1208	77.3	13	14	42	304	425	F114_AJ291525
1882	denovo3041	73.68	14	14	52	304	425	F114_AJ291525
1883	denovo2578	71.38	11	12	64	304	425	F3.1_AM748565;F114_AJ291525
1884	denovo2819	76.47	9	18	45	306	425	I2_FN561560
1885	denovo2603	76.86	13	15	31	255	425.5	A128_EF656430
1886	denovo2711	74.9	15	10	39	255	425.5	A103_AB207206;A128_EF656430;A12_EU792883
1887	denovo4778	74.51	12	12	41	255	425.5	A112_AF184949
1888	denovo5451	72.16	14	13	44	255	425.5	A105_AB207202
1889	denovo6075	72.16	14	13	44	255	425.5	A105_AB207202
1890	denovo970	74.73	11	10	50	281	425.5	F112_AJ291528
1891	denovo4014	72.6	14	9	54	281	425.5	F112_AJ291528;F4.1_AM748572
1892	denovo552	73.31	10	10	55	281	425.5	F112_AJ291528
1893	denovo2661	71.17	14	9	58	281	425.5	F112_AJ291528
1894	denovo2711	76.41	9	14	44	284	425.5	F110_AJ291526
1895	denovo2737	75.51	12	11	49	294	425.5	F5.2e_AJ291533
1896	denovo1431	70.07	18	9	61	294	425.5	F5.2f_AJ291512
1897	denovo617	71.09	12	11	62	294	425.5	F102_AJ291534
1898	denovo2199	70.07	9	11	68	294	425.5	F5.1_AM748592
1899	denovo1936	75.25	16	11	46	295	425.5	F3.4a_AM748571
1900	denovo1936	75.92	15	13	44	299	425.5	F3.2_AM748567
1901	denovo4150	75.92	15	13	44	299	425.5	F3.2_AM748567
1902	denovo4794	76.25	12	12	47	299	425.5	F3.2_AM748567
1903	denovo4113	75.92	12	10	50	299	425.5	F3.2a_AM748568
1904	denovo4733	74.25	13	13	51	299	425.5	F3.2a_AM748568
1905	denovo1824	73.24	13	13	54	299	425.5	F3.2_AM748567
1906	denovo5931	73.24	13	13	54	299	425.5	F3.2_AM748567
1907	denovo4309	72.58	14	13	55	299	425.5	F3.2_AM748567
1908	denovo1824	71.57	15	14	56	299	425.5	F3.2a_AM748568
1909	denovo5931	71.57	15	14	56	299	425.5	F3.2a_AM748568
1910	denovo1431	71.05	18	10	60	304	425.5	F114_AJ291525
1911	denovo2265	74.84	16	12	49	306	425.5	I4_FN561562;I3_FN561561
1912	denovo8	74.84	16	12	49	306	425.5	I4_FN561562;I3_FN561561
1913	denovo2192	73.53	17	12	52	306	425.5	I4_FN561562
1914	denovo3366	74.73	12	16	67	376	425.5	D1.2_AM748617
1915	denovo1600	74.5	16	12	36	251	426	A116_AF183575
1916	denovo696	74.9	12	12	39	251	426	A143_EU074933
1917	denovo2016	73.31	17	7	43	251	426	A150_EU074928
1918	denovo843	76.19	15	11	34	252	426	A121_DQ174722
1919	denovo2962	76.47	15	12	33	255	426	A9_EU449028;A1.3_HE578976
1920	denovo3249	76.47	14	13	33	255	426	A113_AF184948
1921	denovo1600	70.98	13	7	54	255	426	A112_AF184949
1922	denovo4456	76.26	15	8	38	257	426	A133_DQ174725
1923	denovo206	76.06	12	12	44	284	426	F110_AJ291526
1924	denovo1847	75	14	11	46	284	426	B23_EU449079;B30_GU907644
1925	denovo5294	72.89	10	11	56	284	426	F110_AJ291526
1926	denovo5019	71.48	13	7	61	284	426	F110_AJ291526
1927	denovo1413	76.53	11	14	44	294	426	F5.2e_AJ291533
1928	denovo5564	74.58	17	10	48	295	426	F3.4_AM748570;F3.4b_AM748616;F3.4a_AM748571
1929	denovo3697	71.24	12	15	59	299	426	F3.2_AM748567
1930	denovo1281	71.57	13	10	62	299	426	F3.2a_AM748568
1931	denovo5770	75.33	12	13	50	304	426	F3.1_AM748565;F114_AJ291525
1932	denovo1899	75.16	16	13	47	306	426	I4_FN561562
1933	denovo5773	70.59	13	15	62	306	426	I1_FN561559
1934	denovo39	74.12	17	12	37	255	426.5	A109_AB190285;A106_AB207200
1935	denovo5007	73.73	15	11	41	255	426.5	A113_AF184948
1936	denovo3128	75	15	8	41	256	426.5	A136_DQ865210
1937	denovo4865	75	15	8	41	256	426.5	A136_DQ865210
1938	denovo4367	71.48	17	11	53	284	426.5	F110_AJ291526
1939	denovo4796	72.18	13	7	59	284	426.5	F110_AJ291526
1940	denovo4759	71.13	12	11	59	284	426.5	F110_AJ291526
1941	denovo3403	74.15	11	13	52	294	426.5	F5.2e_AJ291533
1942	denovo2677	72.45	12	13	56	294	426.5	F5.1d_JN558069
1943	denovo3059	74.92	12	17	46	299	426.5	F3.2a_AM748568
1944	denovo2112	72.58	11	12	59	299	426.5	F3.2_AM748567
1945	denovo2112	71.91	11	12	61	299	426.5	F3.2a_AM748568
1946	denovo897	71.38	16	12	59	304	426.5	F3.1_AM748565;F114_AJ291525
1947	denovo3805	74.84	19	9	49	306	426.5	I1_FN561559
1948	denovo5793	75	13	17	64	376	426.5	D1.2_AM748617
1949	denovo210	74.12	17	12	37	255	427	A113_AF184948
1950	denovo2940	73.73	15	11	41	255	427	A112_AF184949
1951	denovo3573	73.31	19	13	43	281	427	F112_AJ291528
1952	denovo1776	74.73	11	11	49	281	427	F111_AJ311949
1953	denovo5628	76.06	13	9	46	284	427	F110_AJ291526
1954	denovo369	74.3	14	12	47	284	427	F110_AJ291526
1955	denovo5016	72.89	13	11	53	284	427	F110_AJ291526
1956	denovo5587	71.48	11	11	59	284	427	F110_AJ291526
1957	denovo358	73.87	10	12	53	287	427	E100_DQ011618
1958	denovo5541	74.49	13	13	49	294	427	F5.1b_AJ291535
1959	denovo1608	73.81	13	11	53	294	427	F5.1b_AJ291535
1960	denovo1137	73.47	11	12	55	294	427	F5.1d_JN558069
1961	denovo295	73.47	11	12	55	294	427	F5.1d_JN558069
1962	denovo3719	73.47	11	12	55	294	427	F5.1d_JN558069
1963	denovo4196	73.47	11	12	55	294	427	F5.1d_JN558069
1964	denovo4429	73.9	16	14	47	295	427	F3.4_AM748570
1965	denovo5290	70.85	15	15	56	295	427	F3.4b_AM748616
1966	denovo5983	75.59	14	11	48	299	427	F3.2a_AM748568
1967	denovo1930	74.92	14	11	50	299	427	F3.2a_AM748568
1968	denovo3733	72.58	14	12	56	299	427	F3.2a_AM748568
1969	denovo5961	71.91	15	10	59	299	427	F3.2a_AM748568
1970	denovo1407	71.24	16	9	61	299	427	F3.2a_AM748568
1971	denovo2258	74.34	15	10	53	304	427	F3.1a_AM748566
1972	denovo127	70.92	12	12	65	306	427	I1_FN561559
1973	denovo558	70.92	12	12	65	306	427	I1_FN561559
1974	denovo213	74.12	16	13	37	255	427.5	A109_AB190285;A106_AB207200
1975	denovo6001	74.12	16	13	37	255	427.5	A109_AB190285;A106_AB207200
1976	denovo1761	70.98	12	12	50	255	427.5	A112_AF184949
1977	denovo6147	74.65	10	15	47	284	427.5	F110_AJ291526
1978	denovo2533	73.24	16	8	52	284	427.5	B23_EU449079
1979	denovo2932	72.54	14	10	54	284	427.5	F110_AJ291526
1980	denovo4226	71.13	11	12	59	284	427.5	F110_AJ291526
1981	denovo4699	71.78	9	13	59	287	427.5	E100_DQ011618
1982	denovo4699	77.97	14	16	35	295	427.5	F3.4b_AM748616
1983	denovo5977	73.9	14	14	49	295	427.5	F3.4_AM748570;F3.4a_AM748571
1984	denovo5536	77.59	13	11	43	299	427.5	F3.2_AM748567
1985	denovo197	74.25	10	13	54	299	427.5	F3.2_AM748567
1986	denovo1193	74.34	15	14	49	304	427.5	F114_AJ291525
1987	denovo4981	73.68	15	13	52	304	427.5	F3.1a_AM748566
1988	denovo5749	70.07	14	13	64	304	427.5	F3.1a_AM748566
1989	denovo4797	73.86	17	13	50	306	427.5	I4_FN561562
1990	denovo84	74.51	9	13	56	306	427.5	I4_FN561562
1991	denovo1873	72.22	13	14	58	306	427.5	I2_FN561560
1992	denovo84	73.2	9	13	60	306	427.5	I3_FN561561
1993	denovo4287	71.57	14	11	62	306	427.5	I4_FN561562;I3_FN561561
1994	denovo5276	71.57	14	11	62	306	427.5	I4_FN561562;I3_FN561561
1995	denovo2436	76.33	12	20	57	376	427.5	D1.2_AM748617
1996	denovo3485	78.09	13	10	32	251	428	A142_EU074932
1997	denovo744	78.09	13	10	32	251	428	A142_EU074932
1998	denovo4261	72.16	13	11	47	255	428	A112_AF184949
1999	denovo2550	73.83	14	7	46	256	428	A114_AF184941;A134_DQ174723
2000	denovo2389	73.83	11	6	50	256	428	A136_DQ865210
2001	denovo6155	72.95	15	9	52	281	428	F4.1_AM748572
2002	denovo5800	72.7	13	8	56	282	428	F4.4_AM748582
2003	denovo1186	76.33	21	11	35	283	428	F4.7_AM748587
2004	denovo5800	73.24	13	10	53	284	428	F110_AJ291526
2005	denovo1536	76.22	17	10	41	286	428	B4_AF333510
2006	denovo2951	75.61	14	12	44	287	428	E100_DQ011618
2007	denovo749	75.35	16	13	42	288	428	B6_AF499783
2008	denovo5196	75.17	13	12	48	294	428	F5.2e_AJ291533
2009	denovo4171	74.49	13	12	50	294	428	F5.1b_AJ291535
2010	denovo475	70.41	13	11	63	294	428	F5.1b_AJ291535
2011	denovo6126	75.59	12	12	49	299	428	F3.2a_AM748568
2012	denovo4644	73.24	16	15	49	299	428	F3.2a_AM748568
2013	denovo2053	73.24	12	12	56	299	428	F3.2a_AM748568
2014	denovo4692	73.24	12	12	56	299	428	F3.2a_AM748568
2015	denovo6146	73.24	12	12	56	299	428	F3.2a_AM748568
2016	denovo4957	72.58	12	12	58	299	428	F3.2a_AM748568
2017	denovo2917	74.67	12	14	51	304	428	F114_AJ291525
2018	denovo809	73.36	12	15	54	304	428	F3.1a_AM748566
2019	denovo5102	73.53	18	14	49	306	428	I4_FN561562
2020	denovo167	74.51	14	12	52	306	428	I2_FN561560
2021	denovo1247	73.86	14	12	54	306	428	I3_FN561561
2022	denovo2929	71.57	19	14	54	306	428	I3_FN561561
2023	denovo4205	75.49	19	9	34	253	428.5	A126_EF378615
2024	denovo3117	75.69	15	12	35	255	428.5	A9_EU449028
2025	denovo2538	74.51	17	7	41	255	428.5	A112_AF184949
2026	denovo5002	72.94	16	9	44	255	428.5	A113_AF184948
2027	denovo5706	71.76	18	9	45	255	428.5	A113_AF184948
2028	denovo1686	79.3	15	16	22	256	428.5	A135_DQ174727
2029	denovo2844	75.44	12	12	45	281	428.5	F112_AJ291528;F4.1_AM748572
2030	denovo1942	74.02	13	14	46	281	428.5	F112_AJ291528;F4.1_AM748572
2031	denovo2004	74.47	11	13	48	282	428.5	F4.4_AM748582
2032	denovo5743	76.33	27	12	28	283	428.5	F4.7_AM748587
2033	denovo1064	76.06	16	11	41	284	428.5	B23_EU449079
2034	denovo3472	76.06	8	15	45	284	428.5	F110_AJ291526
2035	denovo3980	73.94	18	10	46	284	428.5	F110_AJ291526
2036	denovo3746	72.89	16	9	52	284	428.5	F110_AJ291526
2037	denovo6225	73.24	15	8	53	284	428.5	B23_EU449079
2038	denovo1	76.92	19	14	33	286	428.5	B4_AF333510
2039	denovo557	74.56	19	12	42	287	428.5	B32_GU907647
2040	denovo2998	71.09	20	14	51	294	428.5	F5.1_AM748592
2041	denovo1322	73.81	13	11	53	294	428.5	F5.1b_AJ291535
2042	denovo2471	73.81	11	13	53	294	428.5	F1_JN558066
2043	denovo2831	74.25	16	14	47	299	428.5	F3.2_AM748567
2044	denovo4616	73.24	13	11	56	299	428.5	F3.2_AM748567
2045	denovo767	73.24	13	11	56	299	428.5	F3.2_AM748567
2046	denovo3159	76.64	15	11	45	304	428.5	F3.1_AM748565;F114_AJ291525
2047	denovo2797	77.45	12	15	42	306	428.5	I2_FN561560
2048	denovo4665	77.45	12	12	45	306	428.5	I3_FN561561
2049	denovo5747	72.88	17	13	53	306	428.5	I4_FN561562;I3_FN561561
2050	denovo3092	75.82	10	10	54	306	428.5	I2_FN561560
2051	denovo3947	73.86	14	12	54	306	428.5	I1_FN561559
2052	denovo5150	72.55	18	11	55	306	428.5	I4_FN561562
2053	denovo49	73.73	16	11	40	255	429	A4a_AF499778;A4_AF333509
2054	denovo1097	74.12	13	12	41	255	429	A12_EU792883
2055	denovo49	73.15	16	10	43	257	429	A4.3_FN429763
2056	denovo3572	73.31	17	9	49	281	429	F112_AJ291528;F4.1_AM748572
2057	denovo4883	75.7	14	9	46	284	429	F110_AJ291526
2058	denovo6096	74.65	12	13	47	284	429	F110_AJ291526
2059	denovo1859	73.24	13	13	50	284	429	F110_AJ291526
2060	denovo2735	73.24	13	13	50	284	429	F110_AJ291526
2061	denovo4024	73.24	13	13	50	284	429	F110_AJ291526
2062	denovo242	75.43	16	13	42	289	429	B11_AY239361
2063	denovo1455	68.49	17	7	68	292	429	F2_AJ830908
2064	denovo1048	75.51	12	15	45	294	429	F5.2g_JN558072
2065	denovo5899	75.51	12	15	45	294	429	F5.2g_JN558072
2066	denovo5642	75.59	10	17	45	295	429	F3.4b_AM748616;F3.4a_AM748571
2067	denovo5986	77.26	12	11	45	299	429	F3.2a_AM748568
2068	denovo2145	73.36	19	11	51	304	429	F114_AJ291525
2069	denovo3197	74.51	14	15	49	306	429	I4_FN561562;I3_FN561561
2070	denovo1859	72.88	14	12	57	306	429	I2_FN561560
2071	denovo2915	77.78	17	9	30	252	429.5	A121_DQ174722
2072	denovo3846	75.29	17	12	34	255	429.5	A9_EU449028
2073	denovo3846	74.51	16	13	36	255	429.5	A109_AB190285;A106_AB207200
2074	denovo864	76.08	11	14	36	255	429.5	A104_AB207203;A128_EF656430
