site,fieldseason_site,field_season,geo_region,fpressure,flevel,nut_time_sample,nut_sample_id,nitrate_plus_nitrite_uM_mean,nitrate_plus_nitrite_uM_se,Flag.Nitrate_plus_Nitrite,silicate_uM_mean,silicate_uM_se,Flag.Silicate,phosphate_uM_mean,phosphate_uM_se,Flag.Phosphate,nutrient_comments,prod_aq_date_sample,prod_aq_time_sample,prod_mean_aq,prod_se_aq,rain_aq,wind_aq,notes_aquafluor,prod_f_date_collected,prod_f_time_sample,prod_f_packet_number,prod_f_sample_id,prod_mean_f,prod_se_f,turb_aq_date_sample,turb_aq_time_sample,turb_mean_aq,turb_se_aq,rain_turb_aq,wind_turb_aq,notes_turb_aquafluor,ysi_date_sample,ysi_temp_mean_1m,ysi_temp_se_1m,ysi_salinity_mean_1m,ysi_salinity_se_1m,ysi_DO_mean_1m,ysi_DO_se_1m,ysi_DO_mgL_mean_1m,ysi_DO_mgL_se_1m,ysi_pH_mean_1m,ysi_pH_se_1m,vis_date_observed,visibility_m,long,lat,npp_mean_sat,npp_min_sat,npp_max_sat,npp_sd_sat,npp_interann_sd_sat,npp_flag_sat,wave_mean_sat,wave_sd_sat,wave_interann_sd_sat,wave_wind_fetch_sat,wave_ww3_res_sat
8,2014_8,2014,s.lagoon,Medium,3,8:45,K114SW03_N1,2.623333333,0.032829526,NA,10.65,0.856874164,NA,0.597,0.080102018,NA,NA,8/23/2014,NA,4.713333333,0.321017826,N,Y,,8/23/2014,8:45,10,KI14_10,0.412047396,0.106047572,8/23/2014,NA,0.482,0.171029237,N,Y,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/08/2014,15.2,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2017_8,2017,s.lagoon,Medium,3,8:15,KI17SW007_N3,3.82,NA,NA,1.736666667,NA,NA,0.410333333,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Jul-17,28.5,0,35.48,0,96.83333333,1.369103519,6.166666667,0.086474145,8,0.015275252,10-Jul-17,20,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
14,2015c_14,2015c,s.lagoon,Medium,3,16:00,KI15cNUT15_N1,1.726666667,NA,NA,10.49333333,NA,4,0.479666667,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,NA,NA,NA,NA,NA,NA,NA,19/07/2015,16:00,40,KI15c_40,0.104489,0.007604299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.56383,1.87482,963.2508443,944.5300293,984.2650146,19.96651883,84.18407121,0,24.79859521,5.933930876,2.526840489,0,1
14,2015b_14,2015b,s.lagoon,Medium,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.56383,1.87482,963.2508443,944.5300293,984.2650146,19.96651883,84.18407121,0,24.79859521,5.933930876,2.526840489,0,1
14,2014_14,2014,s.lagoon,Medium,3,8:45,K114SW04_N2,2.003333333,0.006666667,NA,11.69666667,0.760358103,NA,0.462,0.007023769,NA,NA,8/24/2014,NA,4.244,0.115418081,N,Y,Back at Ikari,8/24/2014,8:45,13,KI14_13,0.765591836,0.011792183,8/24/2014,NA,1.488333333,0.367731937,N,Y,Back at Ikari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/08/2014,6.1,-157.56383,1.87482,963.2508443,944.5300293,984.2650146,19.96651883,84.18407121,0,24.79859521,5.933930876,2.526840489,0,1
14,2018_14,2018,s.lagoon,Medium,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.56383,1.87482,963.2508443,944.5300293,984.2650146,19.96651883,84.18407121,0,24.79859521,5.933930876,2.526840489,0,1
14,2015a_14,2015a,s.lagoon,Medium,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.56383,1.87482,963.2508443,944.5300293,984.2650146,19.96651883,84.18407121,0,24.79859521,5.933930876,2.526840489,0,1
14,2016b_14,2016b,s.lagoon,Medium,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.56383,1.87482,963.2508443,944.5300293,984.2650146,19.96651883,84.18407121,0,24.79859521,5.933930876,2.526840489,0,1
14,2017_14,2017,s.lagoon,Medium,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Jul-17,28.26666667,0.033333333,35.45333333,0.003333333,93.16666667,0.560753461,5.943333333,0.035276684,7.98,0.015275252,NA,NA,-157.56383,1.87482,963.2508443,944.5300293,984.2650146,19.96651883,84.18407121,0,24.79859521,5.933930876,2.526840489,0,1
14,2016a_14,2016a,s.lagoon,Medium,3,8:50,K116aSW010_N!,2.143333333,NA,NA,5.073333333,NA,4,0.357,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,26-Mar-16,,-2.976666667,0.116748067,N,Y,"Started samling 0852h, swelly, light wind",26-Mar-16,8:50,010_CHL1,KI16a010_CHL1,0.082798203,0.015813566,26-Mar-16,,2.600333333,0.20005527,N,Y,"Started samling 0852h, swelly, light wind",26-Mar-16,28.6,0,36.9975,0.006291529,88.7,1.05039675,5.5825,0.046435439,7.9275,0.004787136,NA,NA,-157.56383,1.87482,963.2508443,944.5300293,984.2650146,19.96651883,84.18407121,0,24.79859521,5.933930876,2.526840489,0,1
15,2016a_15,2016a,bow,Very low,1,10:40,K116aSW013_N1,2.136666667,NA,NA,6.116666667,NA,4,0.424,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,30-Mar-16,,3.319333333,1.688065,N,Y,,30-Mar-16,10:40,013_CHL1,KI16a013_CHL1,0.021084388,0.01133003,30-Mar-16,,-0.8,1.017218266,N,Y,,30-Mar-16,29.425,0.025,35.85,0.007071068,92.9,1.41008274,5.8175,0.088352985,7.9125,0.006291529,30-Mar-16,35,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
15,2015c_15,2015c,bow,Very low,1,10:00,KI15cNUT04_N1,4.433333333,NA,NA,10.76666667,NA,4,0.613666667,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,NA,NA,NA,NA,NA,NA,NA,5/7/2015,10:00,7,KI15c_7,0.083264672,0.005826193,NA,NA,NA,NA,NA,NA,NA,5/7/2015,29.16666667,0.033333333,35.45333333,0.023333333,81.66666667,2.02758751,NA,NA,8.103333333,0.012018504,5-Jul-15,30.48,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
15,2015b_15,2015b,bow,Very low,1,10:05,KI15bNUT_007,2.77,NA,NA,12.10333333,NA,4,0.542666667,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,5/2/2015,10:43,6.59,0.468525702,N,N,,2/5/2015,10:05,4,KI15b_4,0.110086625,0.004716873,5/2/2015,10:43,0.173333333,0.277619244,N,N,,5/2/2015,29.1,0,34.98333333,0.003333333,89.23333333,0.466666667,5.64,0.03,8.046666667,0.003333333,2/5/2015,30.48,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
15,2017_15,2017,bow,Very low,1,9:50,KI17SW021_N1,2.663333333,NA,NA,1.17,NA,NA,0.340666667,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-Jul-17,27.9,0,35.01666667,0.003333333,94.76666667,1.172367026,6.053333333,0.071258528,7.963333333,0.008819171,29-Jul-17,20,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
15,2015a_15,2015a,bow,Very low,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
15,2018_15,2018,bow,Very low,1,8:55,KI18SW013_N1,9.715,NA,NA,1.386666667,NA,NA,0.427333333,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jun-18,27.9,0,34.51666667,0.003333333,82.66666667,3.668484398,5.31,0.215019379,7.896666667,0.023333333,NA,NA,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
15,2014_15,2014,bow,Very low,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
15,2017_15,2017,bow,Very low,1,9:50,KI17SW021_N1,2.663333333,NA,NA,1.17,NA,NA,0.340666667,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-Jul-17,27.9,0,35.01666667,0.003333333,94.76666667,1.172367026,6.053333333,0.071258528,7.963333333,0.008819171,30-Jul-17,40,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
15,2016b_15,2016b,bow,Very low,1,9:45,KI16b_09_N1,5.68,NA,NA,3.296666667,NA,4,0.445666667,NA,NA,NUTS:  Silicate values should be viewed with suspicion as samples were collected and stored in glass vials,NA,NA,NA,NA,NA,NA,NA,15-Nov-16,9:45,25,KI16b_25,0.155100859,0.001992755,NA,NA,NA,NA,NA,NA,NA,15-Nov-16,26.3,0,35.15,0.005773503,81.96666667,0.260341656,5.433333333,0.029627315,7.906666667,0.006666667,15-Nov-16,40,-157.32182,1.82843,867.6626931,761.1717987,1003.661438,57.48457431,55.31937756,2,26.40668069,6.153565166,2.677238532,0,1
19,2015c_19,2015c,bow,Very low,1,15:00,KI15cNUT01_N1,3.22,NA,NA,11.68333333,NA,4,0.613,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/7/2015,29.4,0,35.13,0,88,0,NA,NA,8.06,0,3-Jul-15,36.576,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
19,2015a_19,2015a,bow,Very low,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
19,2015c_19,2015c,bow,Very low,1,15:00,KI15cNUT01_N1,3.22,NA,NA,11.68333333,NA,4,0.613,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/7/2015,29.1,0,35.35,0.06,NA,NA,NA,NA,8.06,0,3-Jul-15,36.576,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
19,2016b_19,2016b,bow,Very low,1,14:40,KI16b_10_N1,5.606666667,NA,NA,3.89,NA,4,0.373666667,NA,NA,NUTS:  Silicate values should be viewed with suspicion as samples were collected and stored in glass vials,NA,NA,NA,NA,NA,NA,NA,15-Nov-16,14:40,28,KI16b_28,0.041445749,0.017782022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Nov-16,32,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
19,2015b_19,2015b,bow,Very low,1,10:05,KI15bNUT_010,2.81,NA,NA,9.993333333,NA,4,0.506666667,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,5/2/2015,16:10,3.051666667,0.078816947,Y,N,,2/5/2015,10:05,7,KI15b_7,0.076034406,0.010766741,5/2/2015,16:10,0.109,0.22600295,Y,N,,5/2/2015,29.5,0,34.95,0.01,102.8666667,0.56960025,6.383333333,0.018559215,8.07,0.005773503,2/5/2015,30.48,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
19,2017_19,2017,bow,Very low,1,16:00,KI17SW022_N2,2.866666667,NA,NA,1.276666667,NA,NA,0.343333333,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-Jul-17,28.56666667,0.033333333,35.32,0.005773503,79.33333333,0.392994204,5.056666667,0.027284509,7.963333333,0.014529663,14-Jul-17,45,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
19,2018_19,2018,bow,Very low,1,16:20,KI18SW014_N1,4.263333333,NA,NA,1.25,NA,NA,0.356,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jun-18,28.6,NA,34.54,NA,90.5,NA,5.77,NA,7.91,NA,NA,NA,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
19,2016a_19,2016a,bow,Very low,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
19,2014_19,2014,bow,Very low,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.27339,1.80255,854.6424258,764.7887217,993.4283691,47.03229507,39.89517693,1,0.567288082,0.167822126,0.121049496,1,1
25,2014_25,2014,nw,Medium,4,9:00,K114SW09_N2,1.516666667,0.116237305,NA,10.24333333,0.327125528,NA,0.419333333,0.01437977,NA,NA,9/1/2014,NA,14.90666667,0.308454931,N,Y,7 hours later,9/1/2014,9:00,25,KI14_25,1.04489,0.105678596,9/1/2014,NA,0.563666667,0.069268399,N,Y,7 hours later,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/9/2014,15.2,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2016a_25,2016a,nw,Medium,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2017_25,2017,nw,Medium,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Jul-17,28.5,0,35.32666667,0.003333333,88.36666667,0.845248156,5.64,0.055075705,7.983333333,0.008819171,15-Jul-17,25,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2014_25,2014,nw,Medium,4,9:00,K114SW09_N2,1.516666667,0.116237305,NA,10.24333333,0.327125528,NA,0.419333333,0.01437977,NA,NA,9/1/2014,NA,14.90666667,0.308454931,N,Y,7 hours later,9/1/2014,9:00,25,KI14_25,1.04489,0.105678596,9/1/2014,NA,0.563666667,0.069268399,N,Y,7 hours later,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/9/2014,16.8,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2016b_25,2016b,nw,Medium,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2015b_25,2015b,nw,Medium,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2015c_25,2015c,nw,Medium,4,8:30,KI15cNUT19_N1,1.46,NA,NA,11.36666667,NA,4,0.415333333,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,NA,NA,NA,NA,NA,NA,NA,17/07/2015,8:30,31,KI15c_31,0.311601125,0.011605608,NA,NA,NA,NA,NA,NA,NA,17-07-2015,29.6,0,35.45666667,0.012018504,83.33333333,0.666666667,NA,NA,8.023333333,0.016666667,NA,NA,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2017_25,2017,nw,Medium,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Jul-17,28.5,0,35.32666667,0.003333333,88.36666667,0.845248156,5.64,0.055075705,7.983333333,0.008819171,8-Jul-17,25,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2018_25,2018,nw,Medium,4,9:50,KI18SW007_N1,3.02,NA,NA,1.553333333,NA,NA,0.370666667,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
25,2015a_25,2015a,nw,Medium,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.48611,2.05002,888.9879861,754.7221924,1035.055786,64.270425,40.31235712,0,25.361499,7.320430966,2.643954544,0,1
27,2014_27,2014,n.lagoon,Very high,5,4:00,K114SW01_N3,1.63,0.017320508,NA,11.52333333,0.894917749,NA,0.415333333,0.02490203,NA,NA,8/22/2014,NA,4.000333333,0.67086768,N,Y,In data logged there will be a reading before this that was contaminated with water on the walls of the cuvette (do not use this),8/22/2014,16:00,7,KI14_7,0.874628907,0.111587476,8/22/2014,NA,0.612,0.103365049,N,Y,In data logged there will be a reading before this that was contaminated with water on the walls of the cuvette (do not use this),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/08/2014,12.2,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2015c_27,2015c,n.lagoon,Very high,5,9:00,KI15cNUT02_N1,1.213333333,NA,NA,10.70333333,NA,4,0.421333333,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,4/7/2015,15:00,7.001666667,0.631770616,N,Y,Processed back at Ikari at 8pm,NA,NA,NA,NA,NA,NA,4/7/2015,15:00,0.077333333,0.030877896,N,Y,Processed back at Ikari at 8pm,4/7/2015,NA,1.087014259,NA,0.105987421,NA,2.333333333,NA,NA,NA,0.021858128,4-Jul-15,6.096,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2016a_27,2016a,n.lagoon,Very high,5,16:40,K116aSW004_N1,1.953333333,NA,NA,5.323333333,NA,4,0.391666667,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,20-Mar-16,,6.5885,1.359571287,N,Y,"Started Aquafluor 1540h. Started YSI sampling 1549h. Sampling while live boat drifting, may affect YSI depth and readings",20-Mar-16,16:40,004_CHL1,KI16a004_CHL1,0.340755422,0.022665774,20-Mar-16,,0.30625,0.412534115,N,Y,"Started Aquafluor 1540h. Started YSI sampling 1549h. Sampling while live boat drifting, may affect YSI depth and readings",20-Mar-16,28.6,0,35.41,0.020412415,72.05,22.36949187,6.005,0.055,7.9275,0.01652019,24-Mar-16,10,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2016b_27,2016b,n.lagoon,Very high,5,14:48,KI16b_05_N1,4.793333333,NA,NA,10.94,NA,4,0.657333333,NA,NA,NUTS:  Silicate values should be viewed with suspicion as samples were collected and stored in glass vials,NA,NA,NA,NA,NA,NA,NA,12-Nov-16,14:48,13,KI16b_13,0.275916265,0.044209451,NA,NA,NA,NA,NA,NA,NA,12-Nov-16,25.5,NA,35.11,NA,88.1,NA,5.9,NA,NA,NA,12-Nov-16,10,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2015b_27,2015b,n.lagoon,Very high,5,10:30,KI15bNUT_013,1.58,NA,NA,9.766666667,NA,4,0.484,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,5/3/2015,10:45,8.765,0.300726343,N,N,,3/5/2015,10:30,10,KI15b_10,0.1716605,0.010230458,5/3/2015,10:45,0.043,0.058688443,N,N,,5/7/2015,28.9,0,36.8,0.011547005,88.23333333,1.246773614,5.57,0.06244998,8.05,0,2/5/2015,13.716,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2017_27,2017,n.lagoon,Very high,5,15:05,KI17SW009_N1,2.36,NA,NA,1.683333333,NA,NA,0.308333333,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Jul-17,28.53333333,0.033333333,35.39666667,0.003333333,90.03333333,0.202758751,5.733333333,0.014529663,8,0.023094011,17-Jul-17,20,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2016a_27,2016a,n.lagoon,Very high,5,16:40,K116aSW004_N1,1.953333333,NA,NA,5.323333333,NA,4,0.391666667,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,20-Mar-16,,6.5885,1.359571287,N,Y,"Started Aquafluor 1540h. Started YSI sampling 1549h. Sampling while live boat drifting, may affect YSI depth and readings",20-Mar-16,16:40,004_CHL1,KI16a004_CHL1,0.340755422,0.022665774,20-Mar-16,,0.30625,0.412534115,N,Y,"Started Aquafluor 1540h. Started YSI sampling 1549h. Sampling while live boat drifting, may affect YSI depth and readings",21-Mar-16,28.2,0,36.115,0.002886751,81.8,0.834665602,5.2175,0.049560569,8.02,0.007071068,20-Mar-16,15,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2014_27,2014,n.lagoon,Very high,5,4:00,K114SW01_N3,1.63,0.017320508,NA,11.52333333,0.894917749,NA,0.415333333,0.02490203,NA,NA,8/22/2014,NA,4.000333333,0.67086768,N,Y,In data logged there will be a reading before this that was contaminated with water on the walls of the cuvette (do not use this),8/22/2014,16:00,7,KI14_7,0.874628907,0.111587476,8/22/2014,NA,0.612,0.103365049,N,Y,In data logged there will be a reading before this that was contaminated with water on the walls of the cuvette (do not use this),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/08/2014,15.2,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2017_27,2017,n.lagoon,Very high,5,15:05,KI17SW009_N1,2.36,NA,NA,1.683333333,NA,NA,0.308333333,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Jul-17,28.43333333,0.066666667,35.25333333,0.008819171,95.43333333,0.744610263,6.09,0.047258156,8.033333333,0.008819171,17-Jul-17,20,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
27,2015a_27,2015a,n.lagoon,Very high,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/2/2015,10.794,-157.48941,2.00973,899.1643891,751.5849792,1111.995276,66.57435992,50.43740897,1,0.021591085,0.009935344,0.004425088,1,1
