otu	sim	del	ins	mis	len	score	hit
426	denovo85	79.08	9	12	43	306	412	I2_FN561560
427	denovo1712	70.41	23	7	57	294	412.5	F5.1a_AM748591
428	denovo2049	74.92	12	12	51	299	412.5	F3.2_AM748567
429	denovo2049	72.58	13	14	55	299	412.5	F3.2a_AM748568
430	denovo350	76.87	10	11	47	294	413	F5.1d_JN558069
431	denovo1720	74.49	8	14	53	294	413	F5.2g_JN558072
432	denovo2800	71.05	18	14	56	304	413	F114_AJ291525
433	denovo2320	72.22	18	12	55	306	413	I1_FN561559
434	denovo2073	73.83	17	12	38	256	413.5	A136_DQ865210
435	denovo2073	72.54	10	15	53	284	413.5	B23_EU449079;B30_GU907644
436	denovo2618	74.15	13	10	53	294	413.5	F1_JN558066
437	denovo1626	74.9	17	11	36	255	414	A4a_AF499778
438	denovo1626	72.94	17	8	44	255	414	A113_AF184948
439	denovo815	71.53	17	10	57	295	414	F3.4b_AM748616
440	denovo815	71.53	16	11	57	295	414	F3.4a_AM748571
441	denovo2474	76.17	11	9	41	256	414.5	A136_DQ865210
442	denovo811	72.91	12	15	54	299	414.5	F3.2a_AM748568
443	denovo1814	75.66	16	11	47	304	414.5	F114_AJ291525
444	denovo2468	73.86	18	18	44	306	414.5	I4_FN561562
445	denovo631	74.84	14	12	51	306	414.5	I2_FN561560
446	denovo1381	78.52	8	12	41	284	415	F110_AJ291526
447	denovo1622	76.41	13	12	42	284	415	F110_AJ291526
448	denovo1927	70.75	16	11	59	294	415	F5.2d_AJ291530
449	denovo2655	71.38	9	14	64	304	415	F114_AJ291525
450	denovo2431	74.51	19	12	47	306	415	I4_FN561562
451	denovo1782	75.6	15	13	33	250	415.5	A11_EU449041
452	denovo2629	72.94	17	8	44	255	415.5	A113_AF184948
453	denovo2629	72.16	16	9	46	255	415.5	A112_AF184949
454	denovo1838	76.95	14	13	41	295	415.5	F3.4b_AM748616
455	denovo1725	76.95	13	14	41	295	415.5	F3.3_AM748569
456	denovo2701	72.24	15	9	54	281	416	F4.1_AM748572
457	denovo649	78.87	15	11	34	284	416	F110_AJ291526
458	denovo607	74.65	12	10	50	284	416	F110_AJ291526
459	denovo2671	75.92	13	13	46	299	416	F3.2a_AM748568
460	denovo121	72.24	16	12	55	299	416	F3.2a_AM748568
461	denovo403	72.7	11	12	60	304	416	F114_AJ291525
462	denovo829	73.86	15	11	54	306	416	I1_FN561559
463	denovo1566	74.65	17	10	45	284	416.5	B23_EU449079
464	denovo2581	73.59	10	10	55	284	416.5	F110_AJ291526
465	denovo570	74.58	9	14	53	299	416.5	F3.2a_AM748568
466	denovo156	71.57	15	14	58	306	416.5	I4_FN561562
467	denovo2614	74.83	13	13	48	294	417	F1_JN558066
468	denovo1862	73.13	16	11	52	294	417	F5.2d_AJ291530
469	denovo748	73.73	15	13	39	255	417.5	A12_EU792883
470	denovo2090	75.29	13	10	40	255	417.5	A102_AB207209;A104_AB207203;A128_EF656430;A1a_EU449030;A12_EU792883
471	denovo748	74.12	14	11	41	255	417.5	A103_AB207206;A128_EF656430
472	denovo2333	72.94	14	11	44	255	417.5	A113_AF184948
473	denovo213	74.61	15	8	42	256	417.5	A136_DQ865210
474	denovo1696	70.21	15	12	57	282	417.5	F4.4_AM748582
475	denovo1696	70.42	14	12	58	284	417.5	F110_AJ291526
476	denovo499	74.58	12	17	47	299	417.5	F3.2a_AM748568
477	denovo1263	73.53	10	11	60	306	417.5	I2_FN561560
478	denovo1642	75.44	8	13	48	281	418	F112_AJ291528
479	denovo1080	71.53	13	9	58	281	418	F4.1_AM748572
480	denovo317	74.3	11	10	52	284	418	F110_AJ291526
481	denovo328	71.48	12	11	58	284	418	F110_AJ291526
482	denovo903	71.24	14	13	59	299	418	F3.2a_AM748568
483	denovo968	70.12	15	11	49	251	418.5	A145_EU074935
484	denovo2051	72.54	16	12	53	295	418.5	F3.4a_AM748571
485	denovo804	72.2	14	14	54	295	418.5	F3.4b_AM748616;F3.4a_AM748571
486	denovo2088	70.72	12	9	68	304	418.5	F3.1_AM748565;F114_AJ291525
487	denovo2296	75.16	14	15	47	306	418.5	I2_FN561560
488	denovo1453	73.44	11	6	51	256	419	A136_DQ865210
489	denovo1754	76.19	14	15	41	294	419	F5.1d_JN558069
490	denovo611	73.33	15	9	44	255	419.5	A113_AF184948
491	denovo2343	76.26	16	11	39	278	419.5	B119_EU099825
492	denovo1352	74.38	13	9	50	281	419.5	F111_AJ311949
493	denovo1917	74.91	14	14	44	287	419.5	E100_DQ011618
494	denovo1396	77.59	14	11	42	299	419.5	F3.2a_AM748568
495	denovo2582	81.37	13	7	37	306	419.5	I2_FN561560
496	denovo2619	71.48	14	12	55	284	420	F110_AJ291526
497	denovo1099	73.13	9	17	53	294	420	F5.2f_AJ291512
498	denovo1144	74.58	13	11	52	299	420	F3.2a_AM748568
499	denovo1883	75.49	15	11	49	306	420	I4_FN561562
500	denovo2473	71.24	20	11	57	306	420	I4_FN561562
501	denovo1737	72.22	17	10	58	306	420	I1_FN561559
502	denovo2566	73.91	17	12	49	299	420.5	F3.2a_AM748568
503	denovo2565	75.82	14	13	47	306	420.5	I2_FN561560
504	denovo393	78.08	16	12	36	292	421	F2a_AJ830911
505	denovo2660	75.85	14	7	50	294	421	F5.1b_AJ291535
506	denovo1011	71.77	15	18	50	294	421	F5.2d_AJ291530
507	denovo1897	74.84	12	16	49	306	421	I1_FN561559
508	denovo329	72.94	14	12	43	255	421.5	A128_EF656430
509	denovo1661	72.24	14	11	53	281	421.5	F112_AJ291528;F4.1_AM748572
510	denovo2418	71.63	16	11	53	282	421.5	F4.3c_AM748581
511	denovo91	72.54	10	9	59	284	421.5	E103_EU074923;E114_EU074909
512	denovo1312	73.24	11	11	58	299	421.5	F3.2a_AM748568
513	denovo2604	70.57	14	10	64	299	421.5	F3.2_AM748567
514	denovo182	73.53	19	12	50	306	421.5	I2_FN561560
515	denovo2541	74.51	10	14	54	306	421.5	I2_FN561560
516	denovo2213	73.24	15	12	49	284	422	F110_AJ291526
517	denovo2501	76.53	10	13	46	294	422	F5.1b_AJ291535
518	denovo58	72.11	10	11	61	294	422	F5.2g_JN558072
519	denovo702	70.51	12	9	66	295	422	F3.3_AM748569
520	denovo602	74.15	13	14	49	294	422.5	F5.2d_AJ291530
521	denovo2666	72.45	15	8	58	294	422.5	F5.1a_AM748591;F5.1_AM748592
522	denovo1886	75.92	12	13	47	299	422.5	F3.2a_AM748568
523	denovo711	76.47	15	8	37	255	423	A113_AF184948
524	denovo567	78.29	15	13	33	281	423	F111_AJ311949
525	denovo271	72.6	13	9	55	281	423	F112_AJ291528;F4.1_AM748572
526	denovo1933	70.32	19	8	57	283	423	B33_GU907648
527	denovo1933	71.09	18	10	57	294	423	F5.2f_AJ291512
528	denovo1980	72.91	14	12	55	299	423	F3.2_AM748567
529	denovo915	71.91	15	10	59	299	423	F3.2a_AM748568
530	denovo1366	75.16	14	14	48	306	423	I4_FN561562
531	denovo1159	74.51	15	13	50	306	423	I2_FN561560
532	denovo1366	74.51	14	14	50	306	423	I3_FN561561
533	denovo1375	74.9	16	10	38	255	423.5	A127_EF656429;A128_EF656430;A12_EU792883
534	denovo1201	72.24	15	10	53	281	423.5	F4.1a_AM748573
535	denovo1201	72.6	12	10	55	281	423.5	F112_AJ291528;F4.1_AM748572
536	denovo178	73.36	15	8	58	304	423.5	F3.1_AM748565;F114_AJ291525
537	denovo1821	74.12	18	11	37	255	424	A112_AF184949
538	denovo1821	72.55	18	11	41	255	424	A113_AF184948
539	denovo278	72.89	14	11	52	284	424	F110_AJ291526
540	denovo1242	72.18	14	13	52	284	424	F110_AJ291526
541	denovo1347	72.91	14	12	55	299	424	F3.2a_AM748568
542	denovo71	73.53	16	14	51	306	424	I1_FN561559
543	denovo2062	76.4	15	13	31	250	424.5	A11_EU449041
544	denovo953	73.2	17	8	42	250	424.5	A11_EU449041
545	denovo1868	75.29	11	10	42	255	424.5	A105_AB207202;A128_EF656430
546	denovo1868	74.12	11	11	44	255	424.5	A102_AB207209;A127_EF656429;A109_AB190285
547	denovo2550	75.44	13	12	44	281	424.5	F4.1_AM748572
548	denovo143	74.73	15	10	46	281	424.5	F112_AJ291528;F4.1_AM748572
549	denovo143	73.67	14	8	52	281	424.5	F4.2_AM748574
550	denovo2428	74.24	13	17	46	295	424.5	F3.4b_AM748616
551	denovo2104	79.6	15	10	36	299	424.5	F3.2a_AM748568
552	denovo2062	77.45	11	13	45	306	424.5	I2_FN561560
553	denovo1437	77.65	17	12	28	255	425	A104_AB207203
554	denovo1293	71.83	14	10	56	284	425	F110_AJ291526
555	denovo914	76.86	13	15	31	255	425.5	A128_EF656430
556	denovo877	72.16	14	13	44	255	425.5	A105_AB207202
557	denovo1121	70.07	18	9	61	294	425.5	F5.2f_AJ291512
558	denovo1438	71.09	12	11	62	294	425.5	F102_AJ291534
559	denovo2281	75.92	15	13	44	299	425.5	F3.2_AM748567
560	denovo20	73.24	13	13	54	299	425.5	F3.2_AM748567
561	denovo20	71.57	15	14	56	299	425.5	F3.2a_AM748568
562	denovo1121	71.05	18	10	60	304	425.5	F114_AJ291525
563	denovo818	74.84	16	12	49	306	425.5	I4_FN561562;I3_FN561561
564	denovo875	74.73	12	16	67	376	425.5	D1.2_AM748617
565	denovo1665	74.9	12	12	39	251	426	A143_EU074933
566	denovo2161	72.89	10	11	56	284	426	F110_AJ291526
567	denovo1430	76.53	11	14	44	294	426	F5.2e_AJ291533
568	denovo337	71.24	12	15	59	299	426	F3.2_AM748567
569	denovo1701	71.57	13	10	62	299	426	F3.2a_AM748568
570	denovo2799	75.33	12	13	50	304	426	F3.1_AM748565;F114_AJ291525
571	denovo1479	75.16	16	13	47	306	426	I4_FN561562
572	denovo47	71.13	12	11	59	284	426.5	F110_AJ291526
573	denovo464	73.31	19	13	43	281	427	F112_AJ291528
574	denovo1713	74.73	11	11	49	281	427	F111_AJ311949
575	denovo1109	72.89	13	11	53	284	427	F110_AJ291526
576	denovo2190	71.48	11	11	59	284	427	F110_AJ291526
577	denovo432	74.49	13	13	49	294	427	F5.1b_AJ291535
578	denovo744	74.49	13	13	49	294	427	F5.2f_AJ291512
579	denovo1410	73.81	13	11	53	294	427	F5.1b_AJ291535
580	denovo100	73.47	11	12	55	294	427	F5.1d_JN558069
581	denovo2645	70.85	15	15	56	295	427	F3.4b_AM748616
582	denovo320	75.59	14	11	48	299	427	F3.2a_AM748568
583	denovo842	74.92	14	11	50	299	427	F3.2a_AM748568
584	denovo105	70.92	12	12	65	306	427	I1_FN561559
585	denovo1748	74.12	16	13	37	255	427.5	A109_AB190285;A106_AB207200
586	denovo1328	71.13	11	12	59	284	427.5	F110_AJ291526
587	denovo538	74.25	10	13	54	299	427.5	F3.2_AM748567
588	denovo1931	74.34	15	14	49	304	427.5	F114_AJ291525
589	denovo1244	73.68	15	13	52	304	427.5	F3.1a_AM748566
590	denovo2345	71.57	14	11	62	306	427.5	I4_FN561562;I3_FN561561
591	denovo1422	78.09	13	10	32	251	428	A142_EU074932
592	denovo2782	72.16	13	11	47	255	428	A112_AF184949
593	denovo1755	73.83	14	7	46	256	428	A114_AF184941;A134_DQ174723
594	denovo2510	75.35	16	13	42	288	428	B6_AF499783
595	denovo895	75.17	13	12	48	294	428	F5.2e_AJ291533
596	denovo1841	74.67	12	14	51	304	428	F114_AJ291525
597	denovo850	71.57	19	14	54	306	428	I3_FN561561
598	denovo1860	74.51	17	7	41	255	428.5	A112_AF184949
599	denovo1646	72.94	16	9	44	255	428.5	A113_AF184948
600	denovo668	79.3	15	16	22	256	428.5	A135_DQ174727
601	denovo2643	75.44	12	12	45	281	428.5	F112_AJ291528;F4.1_AM748572
602	denovo32	76.33	27	12	28	283	428.5	F4.7_AM748587
603	denovo2735	73.94	18	10	46	284	428.5	F110_AJ291526
604	denovo46	72.89	16	9	52	284	428.5	F110_AJ291526
605	denovo2447	76.64	15	11	45	304	428.5	F3.1_AM748565;F114_AJ291525
606	denovo1067	77.45	12	15	42	306	428.5	I2_FN561560
607	denovo2290	74.12	13	12	41	255	429	A12_EU792883
608	denovo43	73.31	17	9	49	281	429	F112_AJ291528;F4.1_AM748572
609	denovo1132	73.24	13	13	50	284	429	F110_AJ291526
610	denovo372	75.51	12	15	45	294	429	F5.2g_JN558072
611	denovo1351	75.59	10	17	45	295	429	F3.4b_AM748616;F3.4a_AM748571
612	denovo1205	73.36	19	11	51	304	429	F114_AJ291525
613	denovo1048	74.51	14	15	49	306	429	I4_FN561562;I3_FN561561
614	denovo1132	72.88	14	12	57	306	429	I2_FN561560
615	denovo759	75.29	17	12	34	255	429.5	A9_EU449028
616	denovo759	74.51	16	13	36	255	429.5	A109_AB190285;A106_AB207200
617	denovo629	76.08	11	14	36	255	429.5	A104_AB207203;A128_EF656430
618	denovo523	69.04	12	10	65	281	429.5	F112_AJ291528;F4.1_AM748572
619	denovo969	71.83	14	12	54	284	429.5	F110_AJ291526
620	denovo757	70.83	17	13	54	288	429.5	B6_AF499783
621	denovo2662	75.17	13	9	51	294	429.5	F1_JN558066
622	denovo2509	71.43	10	12	62	294	429.5	F5.1b_AJ291535
623	denovo1623	77.45	13	11	45	306	429.5	I4_FN561562
624	denovo2607	72.88	16	6	61	306	429.5	I2_FN561560
625	denovo2573	76.8	15	10	33	250	430	A11_EU449041
626	denovo495	74.9	16	11	37	255	430	A113_AF184948
627	denovo67	77.22	15	14	35	281	430	F112_AJ291528
628	denovo1465	73.31	14	11	50	281	430	F112_AJ291528;F4.1_AM748572
629	denovo2775	76.76	12	8	46	284	430	F110_AJ291526
630	denovo2606	76.53	12	15	42	294	430	F5.1d_JN558069
631	denovo722	76.25	14	13	44	299	430	F3.2_AM748567
632	denovo82	76.59	13	11	46	299	430	F3.2_AM748567
633	denovo111	75.25	14	13	47	299	430	F3.2a_AM748568
634	denovo1909	71.24	15	9	62	299	430	F3.2_AM748567
635	denovo521	75.16	16	13	47	306	430	I2_FN561560
636	denovo2072	74.51	14	12	52	306	430	I4_FN561562;I3_FN561561
637	denovo2072	72.22	10	13	62	306	430	I2_FN561560
638	denovo1326	75.29	16	11	36	255	430.5	A4_AF333509
639	denovo1326	73.73	16	11	40	255	430.5	A107_AB207199
640	denovo699	72.55	15	11	44	255	430.5	A4_AF333509
641	denovo1030	73.4	14	10	51	282	430.5	F4.4_AM748582
642	denovo902	78.17	10	13	39	284	430.5	F110_AJ291526
643	denovo463	74.65	15	13	44	284	430.5	E111_EU074915
644	denovo1156	75	12	11	48	284	430.5	F110_AJ291526
645	denovo207	73.59	15	9	51	284	430.5	B23_EU449079
646	denovo713	77.55	14	14	38	294	430.5	F1_JN558066
647	denovo713	76.53	13	12	44	294	430.5	F5.2_AM748594
648	denovo2562	74.25	13	10	54	299	430.5	F3.2a_AM748568
649	denovo389	73.68	11	12	57	304	430.5	F3.1_AM748565;F114_AJ291525
650	denovo1982	75	12	9	50	284	431	F110_AJ291526
651	denovo385	72.18	13	11	55	284	431	F110_AJ291526
652	denovo1296	77.12	16	18	36	306	431	I2_FN561560
653	denovo1003	71.9	15	14	57	306	431	I4_FN561562
654	denovo1888	73.2	13	11	58	306	431	I2_FN561560
655	denovo1077	72.94	13	14	42	255	431.5	A105_AB207202
656	denovo36	74.47	15	12	45	282	431.5	F4.3a_AM748579
657	denovo833	73.24	15	12	49	284	431.5	F109_AJ291527
658	denovo145	78.57	13	13	37	294	431.5	F5.2_AM748594;F5.2b_AM748595
659	denovo2137	78.57	10	16	37	294	431.5	F5.2g_JN558072
660	denovo145	77.55	12	11	43	294	431.5	F1_JN558066
661	denovo349	74.67	10	11	56	304	431.5	F114_AJ291525
662	denovo1313	75.82	8	12	54	306	431.5	I2_FN561560
663	denovo1575	75	13	10	48	284	432	F110_AJ291526
664	denovo1573	75.92	8	12	52	299	432	F3.2a_AM748568
665	denovo1295	73.58	13	12	54	299	432	F3.2a_AM748568
666	denovo2457	73.24	14	11	55	299	432	F3.2a_AM748568
667	denovo304	70.9	15	8	64	299	432	F3.2a_AM748568
668	denovo2456	72.24	13	13	52	281	432.5	F112_AJ291528;F4.1_AM748572
669	denovo2723	72.44	19	10	49	283	432.5	F4.7_AM748587
670	denovo516	72.2	14	11	57	295	432.5	F3.4b_AM748616
671	denovo212	76.59	16	11	43	299	432.5	F3.2_AM748567
672	denovo2531	76.25	12	12	47	299	432.5	F3.2a_AM748568
673	denovo1171	73.58	15	14	50	299	432.5	F3.2a_AM748568
674	denovo796	74.12	17	9	40	255	433	A105_AB207202
675	denovo1857	73.31	19	10	46	281	433	F4.2_AM748574
676	denovo515	72.18	15	13	51	284	433	F110_AJ291526
677	denovo1304	76.53	12	13	44	294	433	F5.2d_AJ291530;F5.2c_AM748596;F5.2b_AM748595;F5.2g_JN558072
678	denovo114	75.93	17	13	41	295	433	F3.4_AM748570;F3.4b_AM748616
679	denovo845	74.58	10	13	52	295	433	F3.3_AM748569
680	denovo709	77.59	11	11	45	299	433	F3.2a_AM748568
681	denovo1804	73.58	14	15	50	299	433	F3.2a_AM748568
682	denovo587	75	13	13	50	304	433	F3.1_AM748565
683	denovo324	72.7	16	11	56	304	433	F3.1_AM748565;F114_AJ291525
684	denovo580	72.88	16	13	54	306	433	I1_FN561559
685	denovo1830	71.43	19	7	46	252	433.5	A121_DQ174722
686	denovo77	73.31	13	10	52	281	433.5	F112_AJ291528
687	denovo714	76.06	15	8	45	284	433.5	F110_AJ291526
688	denovo1402	72.11	12	14	56	294	433.5	F5.1d_JN558069
689	denovo1009	74.58	14	12	49	295	433.5	F3.4_AM748570;F3.4b_AM748616
690	denovo132	73.24	13	12	55	299	433.5	F3.2_AM748567
691	denovo1835	77.63	12	17	39	304	433.5	F3.1_AM748565
692	denovo825	74.01	12	13	54	304	433.5	F3.1_AM748565;F114_AJ291525
693	denovo605	72.04	14	10	61	304	433.5	F3.1_AM748565;F114_AJ291525
694	denovo1094	73.53	19	14	48	306	433.5	I1_FN561559
695	denovo1288	76.08	13	10	38	255	434	A104_AB207203;A107_AB207199
696	denovo1274	74.22	20	10	36	256	434	A136_DQ865210
697	denovo188	74.73	14	11	46	281	434	F112_AJ291528
698	denovo1441	72.95	14	15	50	292	434	F2b_AJ291521
699	denovo95	74.49	12	10	53	294	434	F5.1d_JN558069
700	denovo1118	72.58	18	10	54	299	434	F3.2a_AM748568
701	denovo561	73.58	10	11	58	299	434	F3.2a_AM748568
702	denovo445	75.66	11	17	46	304	434	F3.1_AM748565
703	denovo1784	74.9	13	12	38	251	434.5	A143_EU074933
704	denovo1784	74.1	14	11	40	251	434.5	A152_EU074927
705	denovo695	74.51	10	8	47	255	434.5	A113_AF184948
706	denovo2711	76.76	18	11	37	284	434.5	B23_EU449079
707	denovo2280	76.41	15	10	42	284	434.5	F110_AJ291526
708	denovo1603	75.59	14	16	43	299	434.5	F3.2_AM748567
709	denovo531	71.71	17	12	57	304	434.5	F3.1_AM748565;F114_AJ291525
710	denovo541	73.86	14	11	55	306	434.5	I1_FN561559
711	denovo1613	68.95	21	13	61	306	434.5	I1_FN561559
712	denovo211	75.29	15	9	39	255	435	A112_AF184949
713	denovo676	73.33	12	11	45	255	435	A113_AF184948
714	denovo240	73.67	14	8	52	281	435	F112_AJ291528;F4.1_AM748572
715	denovo1036	70.82	16	12	54	281	435	F112_AJ291528;F4.1_AM748572
716	denovo1896	77.82	16	13	34	284	435	F110_AJ291526
717	denovo1091	74.3	15	11	47	284	435	F110_AJ291526
718	denovo170	73.13	12	13	54	294	435	F5.1d_JN558069
719	denovo1856	74.24	16	12	48	295	435	F3.4a_AM748571
720	denovo648	71.86	13	12	58	295	435	F3.4b_AM748616
721	denovo756	75.92	15	11	46	299	435	F3.2_AM748567
722	denovo1377	76.92	11	9	49	299	435	F3.2a_AM748568
723	denovo1666	74.67	10	13	54	304	435	F3.1a_AM748566
724	denovo2590	72.55	20	14	50	306	435	I2_FN561560
725	denovo2306	73.86	14	11	55	306	435	I3_FN561561
726	denovo2772	77.6	17	12	27	250	435.5	A11_EU449041
727	denovo367	74.12	15	11	40	255	435.5	A113_AF184948
728	denovo700	77.34	15	10	33	256	435.5	A136_DQ865210
729	denovo1879	71.83	17	11	52	284	435.5	F110_AJ291526
730	denovo638	73.47	16	12	50	294	435.5	F1_JN558066
731	denovo2772	71.86	18	13	52	295	435.5	F3.4a_AM748571
732	denovo2772	71.53	16	12	56	295	435.5	F3.4b_AM748616
733	denovo321	71.05	17	11	60	304	435.5	F3.1_AM748565;F114_AJ291525
734	denovo1404	72.24	16	12	50	281	436	F112_AJ291528;F4.1_AM748572
735	denovo1279	74.83	12	17	45	294	436	F1_JN558066
736	denovo1279	74.49	10	16	49	294	436	F5.2d_AJ291530
737	denovo954	71.77	15	11	57	294	436	F5.2g_JN558072
738	denovo1021	76.25	17	15	39	299	436	F3.2a_AM748568
739	denovo630	77.93	11	15	40	299	436	F3.2_AM748567
740	denovo307	74.67	15	10	52	304	436	F3.1a_AM748566
741	denovo749	78.82	14	10	30	255	436.5	A104_AB207203
742	denovo2704	74.51	16	12	37	255	436.5	A111_AB190280;A109_AB190285;A106_AB207200;A107_AB207199
743	denovo6	72.27	14	12	45	256	436.5	A136_DQ865210
744	denovo1939	71.17	17	12	52	281	436.5	F4.1_AM748572
745	denovo2597	77.46	14	10	40	284	436.5	F110_AJ291526
746	denovo1452	78.23	14	16	34	294	436.5	F5.1c_AM748593
747	denovo461	75.85	13	15	43	294	436.5	F5.2g_JN558072
748	denovo2497	78.31	14	16	34	295	436.5	F3.4b_AM748616
749	denovo2847	71.38	19	7	61	304	436.5	F3.1_AM748565;F114_AJ291525
750	denovo2484	75.49	12	12	51	306	436.5	I2_FN561560
751	denovo2266	78.82	13	13	28	255	437	A104_AB207203
752	denovo2266	78.04	13	13	30	255	437	A128_EF656430;A110_AB190282
753	denovo683	73.73	18	10	39	255	437	A113_AF184948
754	denovo898	74.12	15	12	39	255	437	A4_AF333509
755	denovo53	74.9	13	11	40	255	437	A104_AB207203;A107_AB207199
756	denovo2382	74.12	15	11	40	255	437	A113_AF184948
757	denovo2266	72.16	14	9	48	255	437	A113_AF184948
758	denovo788	73.15	12	10	47	257	437	A2_AF333506
759	denovo2044	73.67	17	16	41	281	437	F112_AJ291528;F4.1_AM748572
760	denovo1763	72.24	13	10	55	281	437	F4.1_AM748572
761	denovo284	76.68	21	11	34	283	437	F4.7_AM748587
762	denovo788	75.35	14	13	43	284	437	F110_AJ291526
763	denovo53	75.35	11	14	45	284	437	F110_AJ291526
764	denovo2214	72.18	16	13	50	284	437	F110_AJ291526
765	denovo1234	73.59	12	11	52	284	437	F110_AJ291526
766	denovo1662	74.22	15	11	48	287	437	B5a_AF499782
767	denovo2342	72.79	15	12	53	294	437	F102_AJ291534
768	denovo1762	76.27	14	13	43	295	437	F3.3_AM748569
769	denovo2435	72.88	14	13	53	295	437	F3.3_AM748569
770	denovo1742	71.38	17	10	60	304	437	F114_AJ291525
771	denovo2155	71.38	15	12	60	304	437	F114_AJ291525
772	denovo39	70.92	12	10	67	306	437	I4_FN561562;I3_FN561561
773	denovo1228	75.3	12	10	40	251	437.5	A7_AY239360
774	denovo1046	75.89	19	9	33	253	437.5	A126_EF378615
775	denovo2308	71.76	13	13	46	255	437.5	A112_AF184949
776	denovo344	70.07	12	11	62	284	437.5	F110_AJ291526
777	denovo621	76.87	12	12	44	294	437.5	F5.2d_AJ291530;F5.2c_AM748596
778	denovo2628	75.85	11	14	46	294	437.5	F1_JN558066
779	denovo2288	73.58	8	14	57	299	437.5	F3.2_AM748567
780	denovo408	76.14	16	14	43	306	437.5	I3_FN561561
781	denovo2443	68.92	14	6	58	251	438	A143_EU074933
782	denovo2747	73.59	10	9	56	284	438	F110_AJ291526
783	denovo2479	76.04	20	13	36	288	438	B20_GU907642
784	denovo186	74.49	15	12	48	294	438	F5.2d_AJ291530
785	denovo2030	71.86	13	15	55	295	438	F3.4a_AM748571
786	denovo221	79.93	11	14	35	299	438	F3.2_AM748567
787	denovo2719	75.59	13	13	47	299	438	F3.2a_AM748568
788	denovo263	72.24	12	10	61	299	438	F3.2a_AM748568
789	denovo936	72.51	13	13	43	251	438.5	A147_EU074937
790	denovo832	72.91	9	11	48	251	438.5	A16_EU792888;A7_AY239360
791	denovo1428	74.22	17	9	40	256	438.5	A136_DQ865210
792	denovo1240	73.08	8	14	55	286	438.5	E113_EU074908
793	denovo311	73.81	14	11	52	294	438.5	F5.1a_AM748591;F5.1_AM748592
794	denovo68	74.25	16	15	46	299	438.5	F3.2a_AM748568
795	denovo933	74.25	9	14	54	299	438.5	F3.2_AM748567
796	denovo301	71.71	14	6	51	251	439	A154_EU074860
797	denovo2364	74.51	16	13	36	255	439	A1.3_HE578976
798	denovo1100	75.29	14	10	39	255	439	A112_AF184949
799	denovo469	74.51	11	12	42	255	439	A105_AB207202
800	denovo622	73.13	12	15	52	294	439	F5.2e_AJ291533
801	denovo956	70.23	17	12	60	299	439	F3.2a_AM748568
802	denovo956	69.57	18	11	62	299	439	F3.2_AM748567
803	denovo1770	76.32	14	20	38	304	439	F114_AJ291525
804	denovo1229	74.9	12	10	41	251	439.5	A143_EU074933;A145_EU074935
805	denovo1987	74.11	15	11	47	282	439.5	F4.4_AM748582
806	denovo609	77.46	17	10	37	284	439.5	B23_EU449079
807	denovo1858	73.24	16	10	50	284	439.5	F110_AJ291526
808	denovo1858	76.19	17	10	43	294	439.5	F5.1b_AJ291535
809	denovo2407	76.92	10	13	46	299	439.5	F3.2a_AM748568
810	denovo239	74.92	13	12	50	299	439.5	F3.2_AM748567
811	denovo1072	71.57	11	15	59	299	439.5	F3.2a_AM748568
812	denovo274	69.61	15	14	64	306	439.5	I4_FN561562;I3_FN561561
813	denovo2760	72.91	18	8	42	251	440	A148_EU074938;A149_EU074929
814	denovo390	75.7	14	11	44	284	440	F110_AJ291526
815	denovo1018	75	13	12	46	284	440	F110_AJ291526
816	denovo2257	74.3	11	16	46	284	440	F110_AJ291526
817	denovo126	75.85	11	15	45	294	440	F5.2f_AJ291512
818	denovo133	74.49	10	11	54	294	440	F5.1_AM748592
819	denovo133	73.47	11	13	54	294	440	F5.1d_JN558069
820	denovo2309	71.09	10	12	63	294	440	F5.1d_JN558069
821	denovo1576	76.61	13	19	37	295	440	F3.4a_AM748571
822	denovo1855	75.92	14	14	44	299	440	F3.2a_AM748568
823	denovo664	76.25	11	12	48	299	440	F3.2a_AM748568
824	denovo1098	72.58	13	13	56	299	440	F3.2_AM748567
825	denovo1307	72.24	12	11	60	299	440	F3.2a_AM748568
826	denovo1643	77.3	11	13	45	304	440	F114_AJ291525
827	denovo492	76.32	16	9	47	304	440	F3.1_AM748565
828	denovo1759	71.57	15	14	58	306	440	I1_FN561559
829	denovo1409	75.69	20	9	33	255	440.5	A112_AF184949
830	denovo2491	75.69	7	14	41	255	440.5	A105_AB207202
831	denovo1616	75	15	16	40	284	440.5	F110_AJ291526
832	denovo2274	71.83	14	13	53	284	440.5	F110_AJ291526
833	denovo594	75.85	13	13	45	294	440.5	F5.2g_JN558072
834	denovo1200	71.77	18	14	51	294	440.5	F5.1a_AM748591;F5.1_AM748592
835	denovo452	73.53	14	15	52	306	440.5	I3_FN561561
836	denovo2314	75.78	18	9	35	256	441	A136_DQ865210
837	denovo1477	71.83	23	10	47	284	441	F110_AJ291526
838	denovo762	72.89	12	10	55	284	441	F109_AJ291527
839	denovo774	77.55	10	16	40	294	441	F5.1c_AM748593
840	denovo2718	73.13	15	12	52	294	441	F5.1d_JN558069
841	denovo2508	74.92	16	12	47	299	441	F3.2a_AM748568
842	denovo265	72.24	14	13	56	299	441	F3.2_AM748567
843	denovo2038	79.08	9	13	42	306	441	I1_FN561559
844	denovo2351	70.52	15	7	52	251	441.5	A150_EU074928
