otu	sim	del	ins	mis	len	score	hit
443	denovo718	80.41	18	35	62	587	327	H6_AJ291520
444	denovo460	76.15	20	32	88	587	327	H6_AJ291520
445	denovo70	76.15	20	32	88	587	327	H6_AJ291520
446	denovo420	70.11	28	19	63	368	327.5	D1.1_AM748564
447	denovo593	70.11	28	19	63	368	327.5	D1.1_AM748564
448	denovo622	70.11	28	19	63	368	327.5	D1.1_AM748564
449	denovo513	66.85	35	20	67	368	327.5	D1.1_AM748564
450	denovo282	71.81	24	19	63	376	327.5	D1.2_AM748617
451	denovo635	72.61	15	22	66	376	327.5	D1.2_AM748617
452	denovo297	79.56	13	39	68	587	327.5	H6_AJ291520
453	denovo193	77.17	21	40	73	587	327.5	H6_AJ291520
454	denovo397	74.28	25	25	101	587	327.5	H6_AJ291520
455	denovo63	72.61	20	18	65	376	328	D1.2_AM748617
456	denovo389	76.72	17	34	84	580	328	H6_AJ291520
457	denovo523	79.56	13	30	77	587	328	H6_AJ291520
458	denovo202	78.36	15	35	77	587	328	H6_AJ291520
459	denovo1014	68.29	27	11	53	287	328.5	E100_DQ011618
460	denovo280	83.15	16	26	52	558	328.5	H6_AJ291520
461	denovo750	70.38	25	19	65	368	329	D1.1_AM748564
462	denovo13	75	17	13	46	304	329.5	F3.1_AM748565
463	denovo231	75	17	13	46	304	329.5	F3.1_AM748565
464	denovo926	75	17	13	46	304	329.5	F3.1_AM748565
465	denovo694	79.31	18	34	68	580	329.5	H6_AJ291520
466	denovo940	79.31	18	34	68	580	329.5	H6_AJ291520
467	denovo94	76.66	20	35	82	587	329.5	H6_AJ291520
468	denovo707	76.32	18	32	89	587	330	H6_AJ291520
469	denovo113	75	16	13	47	304	330.5	F3.1_AM748565
470	denovo742	75	16	13	47	304	330.5	F3.1_AM748565
471	denovo17	70.38	25	21	63	368	330.5	D1.1_AM748564
472	denovo115	69.95	20	22	71	376	330.5	D1.2_AM748617
473	denovo723	72.79	17	15	48	294	331	F5.1a_AM748591
474	denovo944	70.74	22	21	67	376	331	D1.2_AM748617
475	denovo679	79.05	18	34	71	587	331	H6_AJ291520
476	denovo417	75.81	19	37	86	587	331	H6_AJ291520
477	denovo746	66.58	34	20	69	368	331.5	D1.1_AM748564
478	denovo352	67.66	27	19	73	368	331.5	D1.1_AM748564
479	denovo673	73.4	26	19	55	376	331.5	D1.2_AM748617
480	denovo709	73.4	26	19	55	376	331.5	D1.2_AM748617
481	denovo1005	78.45	17	36	72	580	331.5	H6_AJ291520
482	denovo690	80.92	14	30	68	587	331.5	H6_AJ291520
483	denovo673	76.15	15	30	95	587	331.5	H6_AJ291520
484	denovo687	77.85	21	29	80	587	332	H6_AJ291520
485	denovo668	74.96	26	35	86	587	332	H6_AJ291520
486	denovo487	71.74	27	20	57	368	332.5	D1.1_AM748564
487	denovo833	78.12	19	33	67	544	332.5	H6_AJ291520
488	denovo947	78.12	19	33	67	544	332.5	H6_AJ291520
489	denovo394	71.02	17	14	51	283	333	F4.7_AM748587
490	denovo628	69.15	23	21	72	376	333	D1.2_AM748617
491	denovo384	76.9	19	33	82	580	333	H6_AJ291520
492	denovo620	78.36	19	31	77	587	333	H6_AJ291520
493	denovo808	74.34	14	12	52	304	333.5	F3.1_AM748565
494	denovo618	69.57	35	20	57	368	333.5	D1.1_AM748564
495	denovo868	75.13	24	35	87	587	333.5	H6_AJ291520
496	denovo855	70.74	28	19	63	376	334	D1.2_AM748617
497	denovo82	66.85	35	19	68	368	334.5	D1.1_AM748564
498	denovo966	74.2	18	20	59	376	334.5	D1.2_AM748617
499	denovo87	79.05	20	33	70	587	334.5	H6_AJ291520
500	denovo749	76.83	21	33	82	587	334.5	H6_AJ291520
501	denovo765	76.49	19	34	85	587	334.5	H6_AJ291520
502	denovo71	68.35	27	19	73	376	335	D1.2_AM748617
503	denovo566	72.28	25	18	59	368	335.5	D1.1_AM748564
504	denovo675	81.09	17	35	59	587	335.5	H6_AJ291520
505	denovo434	81.09	17	33	61	587	335.5	H6_AJ291520
506	denovo682	76.83	20	33	83	587	335.5	H6_AJ291520
507	denovo979	76.83	20	33	83	587	335.5	H6_AJ291520
508	denovo393	71.2	22	18	66	368	336	D1.1_AM748564
509	denovo246	70.38	28	19	62	368	336.5	D1.1_AM748564
510	denovo471	77.07	22	32	79	580	337	H6_AJ291520
511	denovo893	78.08	20	32	76	584	337	H6_AJ291520
512	denovo560	72.23	26	34	103	587	337	H6_AJ291520
513	denovo143	71.81	22	20	64	376	337.5	D1.2_AM748617
514	denovo499	80.58	14	30	70	587	337.5	H6_AJ291520
515	denovo500	80.58	14	30	70	587	337.5	H6_AJ291520
516	denovo920	80.24	11	33	72	587	337.5	H6_AJ291520
517	denovo183	75.33	17	13	45	304	338.5	F3.1_AM748565
518	denovo44	69.95	25	19	69	376	338.5	D1.2_AM748617
519	denovo585	79.48	18	34	67	580	338.5	H6_AJ291520
520	denovo605	76.83	20	35	81	587	338.5	H6_AJ291520
521	denovo112	76.66	20	33	84	587	338.5	H6_AJ291520
522	denovo74	73.91	24	17	55	368	339	D1.1_AM748564
523	denovo310	76.9	21	34	79	580	339	H6_AJ291520
524	denovo295	75.3	26	34	85	587	339	H6_AJ291520
525	denovo187	66.01	19	15	70	306	339.5	I3_FN561561
526	denovo508	75	15	21	58	376	339.5	D1.2_AM748617
527	denovo911	81.09	19	38	54	587	339.5	H6_AJ291520
528	denovo430	80.41	14	31	70	587	339.5	H6_AJ291520
529	denovo351	75.13	28	34	84	587	339.5	H6_AJ291520
530	denovo625	77	24	33	78	587	340	H6_AJ291520
531	denovo216	75.81	20	37	85	587	340.5	H6_AJ291520
532	denovo265	75.81	20	37	85	587	340.5	H6_AJ291520
533	denovo483	75.81	20	37	85	587	340.5	H6_AJ291520
534	denovo640	75.3	19	40	86	587	340.5	H6_AJ291520
535	denovo257	75.3	18	36	91	587	340.5	H6_AJ291520
536	denovo223	75.81	20	36	86	587	341.5	H6_AJ291520
537	denovo447	75.81	20	36	86	587	341.5	H6_AJ291520
538	denovo978	71.81	28	13	65	376	342.5	D1.2_AM748617
539	denovo331	77.68	17	30	84	587	342.5	H6_AJ291520
540	denovo511	75.64	20	37	86	587	342.5	H6_AJ291520
541	denovo817	75.64	20	37	86	587	342.5	H6_AJ291520
542	denovo876	75.64	20	37	86	587	342.5	H6_AJ291520
543	denovo772	75.3	20	38	87	587	342.5	H6_AJ291520
544	denovo562	78.25	21	34	72	584	343	H6_AJ291520
545	denovo261	80.41	16	32	67	587	343	H6_AJ291520
546	denovo864	74.28	26	30	95	587	343	H6_AJ291520
547	denovo16	77	21	33	81	587	343.5	H6_AJ291520
548	denovo161	77	21	33	81	587	343.5	H6_AJ291520
549	denovo773	77	21	33	81	587	343.5	H6_AJ291520
550	denovo519	73.59	29	30	96	587	343.5	H6_AJ291520
551	denovo882	80.24	17	32	67	587	344	H6_AJ291520
552	denovo286	73.59	25	35	95	587	344	H6_AJ291520
553	denovo866	79.39	20	31	70	587	344.5	H6_AJ291520
554	denovo884	75.64	20	36	87	587	344.5	H6_AJ291520
555	denovo57	79.39	20	35	66	587	345	H6_AJ291520
556	denovo392	76.83	21	34	81	587	345	H6_AJ291520
557	denovo615	75.64	19	34	90	587	345	H6_AJ291520
558	denovo922	78.71	17	33	75	587	345.5	H6_AJ291520
559	denovo440	75.98	23	33	85	587	345.5	H6_AJ291520
560	denovo546	75.3	24	33	88	587	346	H6_AJ291520
561	denovo637	81.09	16	28	67	587	346.5	H6_AJ291520
562	denovo309	76.83	16	38	82	587	346.5	H6_AJ291520
563	denovo887	75.47	20	36	88	587	346.5	H6_AJ291520
564	denovo24	80.92	14	32	66	587	347.5	H6_AJ291520
565	denovo249	73.94	17	36	100	587	347.5	H6_AJ291520
566	denovo973	72.54	18	11	49	284	348	F110_AJ291526
567	denovo271	72.57	24	31	106	587	348	H6_AJ291520
568	denovo83	74.96	26	31	90	587	349	H6_AJ291520
569	denovo157	73.4	16	20	64	376	349.5	D1.2_AM748617
570	denovo373	75.98	20	37	84	587	349.5	H6_AJ291520
571	denovo43	78.71	25	28	72	587	350	H6_AJ291520
572	denovo789	65.69	31	15	83	376	350.5	D1.2_AM748617
573	denovo376	78.71	25	28	72	587	350.5	H6_AJ291520
574	denovo34	75.53	26	32	81	568	351	H6_AJ291520
575	denovo433	79.73	12	30	77	587	351	H6_AJ291520
576	denovo995	76.49	21	35	82	587	351	H6_AJ291520
577	denovo813	72.74	25	30	105	587	351	H6_AJ291520
578	denovo139	75.64	24	32	87	587	351.5	H6_AJ291520
579	denovo148	75.64	24	32	87	587	351.5	H6_AJ291520
580	denovo110	79.22	18	36	68	587	352	H6_AJ291520
581	denovo928	77.51	19	39	74	587	352	H6_AJ291520
582	denovo665	75.13	23	31	92	587	352	H6_AJ291520
583	denovo426	77.17	21	33	80	587	352.5	H6_AJ291520
584	denovo700	77.17	21	33	80	587	352.5	H6_AJ291520
585	denovo12	74.96	24	31	92	587	352.5	H6_AJ291520
586	denovo450	75.98	23	31	87	587	353.5	H6_AJ291520
587	denovo748	78.71	22	37	66	587	354.5	H6_AJ291520
588	denovo493	79.56	16	36	68	587	354.5	H6_AJ291520
589	denovo951	73.94	21	29	103	587	354.5	H6_AJ291520
590	denovo318	74.79	24	33	91	587	355	H6_AJ291520
591	denovo402	75.64	25	29	89	587	356	H6_AJ291520
592	denovo498	77.85	21	38	71	587	357	H6_AJ291520
593	denovo880	75.98	17	36	88	587	357	H6_AJ291520
594	denovo233	80.24	19	28	69	587	357.5	H6_AJ291520
595	denovo332	77	24	33	78	587	357.5	H6_AJ291520
596	denovo531	77	24	33	78	587	357.5	H6_AJ291520
597	denovo64	75.13	23	32	91	587	358	H6_AJ291520
598	denovo761	77.26	17	13	38	299	358.5	F3.2a_AM748568
599	denovo653	73.97	26	36	89	580	358.5	H6_AJ291520
600	denovo740	77.68	20	35	76	587	358.5	H6_AJ291520
601	denovo699	75.3	22	33	90	587	358.5	H6_AJ291520
602	denovo890	75.3	22	33	90	587	358.5	H6_AJ291520
603	denovo32	68.75	14	9	72	304	359	F3.1a_AM748566
604	denovo317	77.17	25	30	79	587	359	H6_AJ291520
605	denovo196	77	23	37	75	587	359.5	H6_AJ291520
606	denovo686	77.34	25	36	72	587	360	H6_AJ291520
607	denovo79	71.01	29	14	66	376	360.5	D1.2_AM748617
608	denovo867	75.98	25	34	82	587	360.5	H6_AJ291520
609	denovo350	68.95	10	14	71	306	361	I1_FN561559
610	denovo145	75.77	22	34	85	582	361.5	H6_AJ291520
611	denovo179	72.88	15	14	54	306	362.5	I2_FN561560
612	denovo378	77.68	23	35	73	587	362.5	H6_AJ291520
613	denovo168	75.64	25	29	89	587	363	H6_AJ291520
614	denovo530	72.57	30	28	103	587	363	H6_AJ291520
615	denovo540	78.36	20	36	71	587	363.5	H6_AJ291520
616	denovo514	71.68	13	12	56	286	364	B4_AF333510
617	denovo522	73.58	14	10	55	299	364.5	F3.2_AM748567
618	denovo599	72.04	17	15	53	304	365	F114_AJ291525
619	denovo984	71.38	12	8	67	304	365	F3.1a_AM748566
620	denovo470	67.32	10	13	77	306	365	I1_FN561559
621	denovo990	76.15	21	34	85	587	365	H6_AJ291520
622	denovo26	75.64	22	30	91	587	365	H6_AJ291520
623	denovo77	76.49	22	35	81	587	365.5	H6_AJ291520
624	denovo172	66.99	13	12	76	306	366	I1_FN561559
625	denovo361	74.25	19	10	48	299	367	F3.2a_AM748568;F3.2_AM748567
626	denovo22	74.34	10	11	57	304	367	F3.1a_AM748566
627	denovo238	74.34	10	11	57	304	367	F3.1a_AM748566
628	denovo526	74.34	10	11	57	304	367	F3.1a_AM748566
629	denovo68	74.34	10	11	57	304	367	F3.1a_AM748566
630	denovo418	71.05	15	12	61	304	367	F3.1a_AM748566
631	denovo138	74.18	14	15	50	306	367	I1_FN561559
632	denovo327	74.18	14	15	50	306	367	I1_FN561559
633	denovo33	74.18	14	15	50	306	367	I1_FN561559
634	denovo361	74.18	14	15	50	306	367	I1_FN561559
635	denovo443	74.18	14	15	50	306	367	I1_FN561559
636	denovo480	74.18	14	15	50	306	367	I1_FN561559
637	denovo322	76.83	21	32	83	587	367	H6_AJ291520
638	denovo61	71.54	28	14	65	376	367.5	D1.2_AM748617
639	denovo374	68.71	21	8	63	294	369	F102_AJ291534
640	denovo181	75.33	10	12	53	304	369	F3.1a_AM748566
641	denovo27	75.33	10	12	53	304	369	F3.1a_AM748566
642	denovo190	75.66	10	9	55	304	369	F3.1a_AM748566
643	denovo964	76.32	24	33	82	587	369	H6_AJ291520
644	denovo924	75.81	24	35	83	587	369.5	H6_AJ291520
645	denovo919	72.7	13	7	63	304	370	F3.1a_AM748566
646	denovo856	66.01	13	11	80	306	370	I1_FN561559
647	denovo912	80.58	17	32	65	587	370	H6_AJ291520
648	denovo222	73.76	24	35	95	587	370.5	H6_AJ291520
649	denovo870	74.01	10	10	59	304	371	F3.1a_AM748566
650	denovo832	72.01	25	19	59	368	371	D1.1_AM748564
651	denovo9	74.79	23	33	92	587	371	H6_AJ291520
652	denovo398	75.81	24	33	85	587	371.5	H6_AJ291520
653	denovo300	75.47	23	35	86	587	371.5	H6_AJ291520
654	denovo705	72.22	11	15	59	306	372	I2_FN561560
655	denovo245	67.65	12	13	74	306	372	I1_FN561559
656	denovo408	76.83	23	34	79	587	372	H6_AJ291520
657	denovo141	70.46	17	9	57	281	372.5	F4.4a_AM748583
658	denovo479	69.73	22	9	58	294	372.5	F5.2d_AJ291530
659	denovo584	75.3	19	33	93	587	372.5	H6_AJ291520
660	denovo48	72.88	13	18	52	306	373	I1_FN561559
661	denovo109	74.96	22	31	94	587	373	H6_AJ291520
662	denovo814	70.92	14	16	59	306	373.5	I1_FN561559
663	denovo91	67.32	13	13	74	306	373.5	I1_FN561559
664	denovo186	74.18	14	14	51	306	374	I1_FN561559
665	denovo199	67.32	13	13	74	306	374	I1_FN561559
666	denovo883	67.32	13	13	74	306	374	I1_FN561559
667	denovo320	75.98	24	31	86	587	374	H6_AJ291520
668	denovo437	68.37	21	8	64	294	374.5	F102_AJ291534
669	denovo558	67.32	13	12	75	306	375	I1_FN561559
670	denovo123	70.21	23	17	72	376	375.5	D1.2_AM748617
671	denovo54	72.6	17	11	49	281	376	F4.2c_AM748577
672	denovo42	74.67	10	11	56	304	376	F3.1a_AM748566
673	denovo60	74.67	10	11	56	304	376	F3.1a_AM748566
674	denovo702	74.67	10	11	56	304	376	F3.1a_AM748566
675	denovo713	74.67	10	11	56	304	376	F3.1a_AM748566
676	denovo801	74.67	10	11	56	304	376	F3.1a_AM748566
677	denovo848	74.67	10	11	56	304	376	F3.1a_AM748566
678	denovo879	74.67	10	11	56	304	376	F3.1a_AM748566
679	denovo891	74.67	10	11	56	304	376	F3.1a_AM748566
680	denovo929	74.67	10	11	56	304	376	F3.1a_AM748566
681	denovo968	74.67	10	11	56	304	376	F3.1a_AM748566
682	denovo1000	75.64	23	30	90	587	376	H6_AJ291520
683	denovo552	66.67	20	5	69	282	377	F4.4_AM748582
684	denovo477	74.01	10	10	59	304	377	F3.1a_AM748566
685	denovo473	73.53	15	13	53	306	377	I1_FN561559
686	denovo780	67.65	13	13	73	306	377	I1_FN561559
687	denovo752	75.17	22	36	86	580	377	H6_AJ291520
688	denovo174	77.34	25	33	75	587	377	H6_AJ291520
689	denovo274	75.98	25	32	84	587	377	H6_AJ291520
690	denovo401	75.47	20	29	95	587	377	H6_AJ291520
691	denovo701	71.91	18	10	56	299	377.5	F3.2a_AM748568
692	denovo330	75.99	10	9	54	304	378	F3.1a_AM748566
693	denovo971	75.99	10	9	54	304	378	F3.1a_AM748566
694	denovo993	75.99	10	9	54	304	378	F3.1a_AM748566
695	denovo117	71.38	9	12	66	304	378	F3.1a_AM748566
696	denovo835	72.61	24	18	61	376	378	D1.2_AM748617
697	denovo916	75.47	23	31	90	587	378	H6_AJ291520
698	denovo621	75	10	11	55	304	379	F3.1a_AM748566
699	denovo730	73.86	13	13	54	306	379	I1_FN561559
700	denovo325	74.96	24	32	91	587	379	H6_AJ291520
701	denovo100	69.61	16	14	63	306	380	I1_FN561559
702	denovo557	75.47	20	31	93	587	380.5	H6_AJ291520
703	denovo634	73.57	25	35	92	575	381	H6_AJ291520
704	denovo171	77	21	33	81	587	381	H6_AJ291520
705	denovo932	78.19	17	33	78	587	381.5	H6_AJ291520
706	denovo626	77.85	16	36	78	587	381.5	H6_AJ291520
707	denovo379	75.33	10	11	54	304	382	F3.1a_AM748566
708	denovo69	76.83	22	37	77	587	382	H6_AJ291520
709	denovo889	74.67	10	10	57	304	383	F3.1a_AM748566
710	denovo354	76.66	24	34	79	587	383	H6_AJ291520
711	denovo395	73.72	22	33	99	586	383.5	H6_AJ291520
712	denovo31	77.68	22	35	74	587	384	H6_AJ291520
713	denovo50	79.22	18	31	73	587	384.5	H6_AJ291520
714	denovo204	77.68	25	31	75	587	384.5	H6_AJ291520
715	denovo421	75	10	11	55	304	385	F3.1a_AM748566
716	denovo357	76.49	23	30	85	587	385	H6_AJ291520
717	denovo449	78.53	19	31	76	587	385.5	H6_AJ291520
718	denovo776	75.98	25	30	86	587	386	H6_AJ291520
719	denovo872	74.96	18	31	98	587	386	H6_AJ291520
720	denovo991	72.24	19	10	54	299	387	F3.2a_AM748568
721	denovo938	75.64	27	27	89	587	387	H6_AJ291520
722	denovo326	75.64	24	30	89	587	387	H6_AJ291520
723	denovo166	77.07	28	32	73	580	387.5	H6_AJ291520
724	denovo8	77.68	19	32	80	587	388.5	H6_AJ291520
725	denovo288	74.45	24	29	97	587	388.5	H6_AJ291520
726	denovo838	69.23	11	14	67	299	389	F3.2a_AM748568
727	denovo293	76.66	25	32	80	587	390	H6_AJ291520
728	denovo894	75.47	30	31	83	587	390	H6_AJ291520
729	denovo654	76.83	19	32	85	587	390	H6_AJ291520
730	denovo335	74.45	21	33	96	587	390	H6_AJ291520
731	denovo489	77.34	23	33	77	587	391	H6_AJ291520
732	denovo987	75.98	23	33	85	587	391	H6_AJ291520
733	denovo556	71.01	21	23	65	376	392	D1.2_AM748617
734	denovo613	74.25	31	32	83	567	392	H6_AJ291520
735	denovo910	75.98	22	33	86	587	392	H6_AJ291520
736	denovo258	75.47	19	33	92	587	393	H6_AJ291520
737	denovo96	68.9	14	7	67	283	394	F4.7_AM748587
738	denovo573	78.36	20	27	80	587	394	H6_AJ291520
739	denovo262	74.11	19	31	102	587	394	H6_AJ291520
740	denovo359	75.49	32	36	71	567	396	H6_AJ291520
741	denovo195	72.34	20	25	98	517	397.5	H6_AJ291520
742	denovo455	77.07	28	32	70	567	398	H6_AJ291520
743	denovo941	75.64	25	33	85	587	398	H6_AJ291520
744	denovo986	75.49	32	33	74	567	399	H6_AJ291520
745	denovo799	73.42	27	26	103	587	399	H6_AJ291520
746	denovo563	72.37	17	10	57	304	399.5	F3.1a_AM748566
747	denovo760	72.37	17	10	57	304	399.5	F3.1a_AM748566
748	denovo410	75.13	17	34	95	587	399.5	H6_AJ291520
749	denovo235	78.02	19	27	83	587	401	H6_AJ291520
750	denovo834	78.02	19	27	83	587	401	H6_AJ291520
751	denovo210	71.28	16	12	53	282	402	F4.4_AM748582
752	denovo323	73.14	24	15	62	376	402	D1.2_AM748617
753	denovo209	77.51	20	35	77	587	403.5	H6_AJ291520
754	denovo137	72.37	17	11	56	304	404.5	F3.1a_AM748566
755	denovo905	79.9	16	30	72	587	405.5	H6_AJ291520
756	denovo898	76.66	25	31	81	587	406	H6_AJ291520
757	denovo788	76.66	23	28	86	587	406.5	H6_AJ291520
758	denovo507	71.28	16	12	53	282	408	F4.4_AM748582
759	denovo349	70.11	10	12	62	281	408.5	F4.4a_AM748583
760	denovo155	72.7	17	10	56	304	408.5	F3.1a_AM748566
761	denovo906	74.28	25	32	94	587	408.5	H6_AJ291520
762	denovo165	78.19	19	27	82	587	410	H6_AJ291520
763	denovo407	73.81	15	15	47	294	410.5	F102_AJ291534
764	denovo122	71.38	18	9	60	304	410.5	F3.1a_AM748566
765	denovo154	71.63	16	12	52	282	411	F4.4_AM748582
766	denovo586	71.63	16	12	52	282	411	F4.4_AM748582
767	denovo603	79.05	19	27	77	587	411	H6_AJ291520
768	denovo127	74.96	28	30	84	567	411.5	H6_AJ291520
769	denovo439	72.23	27	30	106	587	415	H6_AJ291520
770	denovo536	77.95	26	31	68	567	415.5	H6_AJ291520
771	denovo283	74.58	9	14	53	299	416.5	F3.2a_AM748568
772	denovo542	76.19	30	29	76	567	416.5	H6_AJ291520
773	denovo49	75.16	14	15	47	306	418.5	I2_FN561560
774	denovo305	77	28	35	72	587	418.5	H6_AJ291520
775	denovo676	74.25	10	15	52	299	420	F3.2a_AM748568
776	denovo133	73.24	11	11	58	299	422	F3.2a_AM748568
777	denovo1004	73.08	21	33	104	587	422	H6_AJ291520
778	denovo215	71.9	15	12	59	306	423.5	I2_FN561560
779	denovo737	73.76	25	33	96	587	423.5	H6_AJ291520
780	denovo345	73.53	16	14	51	306	424	I1_FN561559
781	denovo664	74.73	12	16	67	376	425.5	D1.2_AM748617
782	denovo89	74.12	16	13	37	255	427.5	A109_AB190285;A106_AB207200
783	denovo601	76.16	11	11	45	281	431.5	F112_AJ291528;F4.1_AM748572
784	denovo111	76.25	12	12	47	299	432.5	F3.2a_AM748568
785	denovo939	73.73	18	10	39	255	437	A113_AF184948
786	denovo432	73.67	12	11	51	281	437	F111_AJ311949
787	denovo937	74.22	15	11	48	287	437	B5a_AF499782
788	denovo711	71.91	14	11	59	299	438	F3.2a_AM748568
789	denovo107	74.51	19	12	34	255	440	A113_AF184948
790	denovo167	74.62	28	29	92	587	441	H6_AJ291520
791	denovo462	73.31	16	11	48	281	441.5	F4.1a_AM748573
792	denovo227	73.73	13	10	44	255	442	A104_AB207203
793	denovo116	75	14	9	48	284	443	F110_AJ291526
794	denovo644	70.92	15	14	60	306	443	I2_FN561560
795	denovo160	74.84	17	17	43	306	444	I2_FN561560
796	denovo160	73.53	19	15	47	306	444	I1_FN561559
797	denovo247	72.7	15	11	57	304	445	F3.1_AM748565;F114_AJ291525
798	denovo406	74.96	27	32	88	587	445	H6_AJ291520
799	denovo793	72.89	15	13	49	284	446	B23_EU449079
800	denovo982	73.59	14	10	51	284	447	F110_AJ291526
801	denovo292	72.22	21	15	49	306	448.5	I2_FN561560
802	denovo945	75.7	12	9	48	284	449	F110_AJ291526
803	denovo543	74.96	27	30	90	587	449	H6_AJ291520
804	denovo453	74.25	13	12	52	299	452	F3.2_AM748567
805	denovo453	73.58	12	13	54	299	452	F3.2a_AM748568
806	denovo358	78.57	13	14	36	294	454.5	F5.1c_AM748593
807	denovo861	76.25	13	11	47	299	457	F3.2a_AM748568
808	denovo377	74.65	12	11	49	284	458	F110_AJ291526
809	denovo721	76.25	14	11	46	299	458	F3.2a_AM748568
810	denovo405	73.24	14	8	54	284	458.5	F110_AJ291526
811	denovo660	71.91	14	11	59	299	458.5	F3.2a_AM748568
812	denovo550	72.89	12	13	52	284	460	F110_AJ291526
813	denovo803	75.35	13	13	44	284	461	F110_AJ291526
814	denovo269	74.58	13	12	51	299	461	F3.2_AM748567
815	denovo269	73.91	12	13	53	299	461	F3.2a_AM748568
816	denovo419	79.26	13	11	38	299	462	F3.2_AM748567
817	denovo456	75.25	16	11	47	299	465	F3.2a_AM748568
818	denovo188	77.17	33	29	72	587	465.5	H6_AJ291520
819	denovo200	70.07	17	9	65	304	466	F3.1_AM748565;F114_AJ291525
820	denovo142	72.91	14	10	57	299	468.5	F3.2a_AM748568
821	denovo214	73.81	14	13	50	294	470	F5.2d_AJ291530
822	denovo757	71.83	17	8	55	284	471	F110_AJ291526
823	denovo329	72.89	15	8	54	284	472.5	F110_AJ291526
824	denovo101	80.39	11	9	30	255	475	A113_AF184948
825	denovo126	75.35	12	12	46	284	475	F110_AJ291526
826	denovo95	76.19	15	14	41	294	477.5	F5.1d_JN558069
827	denovo338	75.69	13	8	41	255	490.5	A113_AF184948
828	denovo205	74.29	10	11	51	280	491.5	F4.2b_AM748576
829	denovo755	75.8	12	11	45	281	494	F4.4a_AM748583
830	denovo272	78.82	13	10	31	255	501.5	A113_AF184948
831	denovo256	75.35	12	9	49	284	501.5	F110_AJ291526
832	denovo454	77.55	9	9	48	294	514.5	F5.1a_AM748591
833	denovo649	92.75	6	6	8	276	764.5	C32.2_JF683336
834	denovo25	83.66	5	4	33	257	780.5	A133_DQ174725
835	denovo170	87.5	1	2	29	256	966.5	A114_AF184941;A134_DQ174723
836	denovo936	88.34	8	4	21	283	1045	C1030_DQ335353
837	denovo466	97.91	1	1	4	287	1146	G100_AB253788;G3.3_LK392377
838	denovo767	95.63	0	1	10	252	1154.5	A121_DQ174722
839	denovo371	98.26	1	1	3	287	1155	G100_AB253788;G3.3_LK392377
840	denovo548	97.62	0	1	5	252	1188.5	A121_DQ174722
841	denovo341	98.02	0	0	5	252	1215	A121_DQ174722
842	denovo783	98.02	0	0	5	252	1215	A121_DQ174722
843	denovo989	98.02	0	0	5	252	1215	A121_DQ174722
844	denovo387	98.41	0	0	4	252	1224	A121_DQ174722
845	denovo674	98.41	0	0	4	252	1224	A121_DQ174722
846	denovo151	98.81	0	0	3	252	1233	A121_DQ174722
847	denovo381	98.81	0	0	3	252	1233	A121_DQ174722
848	denovo175	98.15	0	3	2	271	1235.5	D1_AF334660
849	denovo275	99.6	0	0	1	251	1246	A6_AF186058
850	denovo731	100	0	0	0	251	1255	A141_EU074931
851	denovo631	99.22	0	0	2	255	1257	A1_AF333505
852	denovo999	99.61	0	0	1	255	1266	A1_AF333505
853	denovo496	97.46	1	3	3	276	1267	C21.12_FJ461514
854	denovo774	99.23	0	0	2	261	1272	D1_AF334660
855	denovo555	96.68	0	0	9	271	1274	D1_AF334660
856	denovo15	100	0	0	0	255	1275	A1_AF333505
857	denovo678	100	0	0	0	255	1275	A1_AF333505
858	denovo897	100	0	0	0	255	1275	A1.4_HE578977
859	denovo1015	95.76	0	2	10	283	1283	C3.16_EU786015
860	denovo706	97.53	0	4	3	283	1293	C3_AB778606;C3.7_FJ461502;C7_AF499797;C70_AY589774;C1012_DQ480604
861	denovo582	99.62	0	0	1	261	1296	D2_AY686649
862	denovo975	99.62	0	0	1	261	1296	D2_AY686649
863	denovo105	97.17	1	1	6	283	1304	C15_AY239369
864	denovo465	98.94	0	1	2	283	1304.5	C3_AB778606;C3.7_FJ461502;C1114_AB207196;C1190_EU099841;C1182_AB294649
865	denovo1007	100	0	0	0	261	1305	D2_AY686649
866	denovo158	100	0	0	0	261	1305	D2_AY686649
867	denovo781	100	0	0	0	261	1305	D2_AY686649
868	denovo537	98.15	0	0	5	271	1310	D1_AF334660
869	denovo663	97.88	0	2	4	283	1315	C3a_AF499790
870	denovo328	97.88	0	1	5	283	1316	C3k_AY589737
871	denovo344	97.88	0	1	5	283	1316	C3k_AY589737
872	denovo219	96.82	0	1	8	283	1316.5	C1051_AF195153;C1233_EU118166
873	denovo518	96.82	0	1	8	283	1316.5	C60_AY589764;C15_AY239369
874	denovo581	96.82	0	1	8	283	1316.5	C60_AY589764;C15_AY239369
875	denovo37	98.52	0	0	4	271	1319	D1a_JN558078;D110_AF174561
876	denovo106	98.94	0	1	2	283	1321	C3_AB778606;C131_JF320826;C3.16_EU786015
877	denovo404	98.23	0	1	4	283	1325	C3k_AY589737
878	denovo597	98.23	0	1	4	283	1325	C3k_AY589737
879	denovo909	96.47	0	0	10	283	1325	C1232_EU118163
880	denovo369	97.53	0	2	5	283	1333.5	C15.9_FN563475
881	denovo577	96.82	0	0	9	283	1334	C15_AY239369;C1101_AB253787
882	denovo119	99.26	0	0	2	271	1337	D1a_JN558078
883	denovo236	99.26	0	0	2	271	1337	D1_AF334660
